ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
endopeptidase activity	endopeptidase activity	83	-0.669370170268136	-2.32613431545568	1.38388743302319e-09	8.58332042761128e-08	7.77145109266879e-08	607	tags=36%, list=10%, signal=33%	YCR045C/YOL103W-B/YHR214C-B/YMR274C/YPR122W/YGL259W/YDR144C/YGR038C-B/YOR142W-B/YMR050C/YDR365W-B/YGR161C-D/YPR158W-B/YER160C/YNL054W-B/YBR012W-B/YBL005W-B/YDR098C-B/YDR210C-D/YLR227W-B/YML045W/YMR045C/YJR029W/YGR027W-B/YJR027W/YNL284C-B/YPR137C-B/YPR158C-D/YER138C/YDR261C-D
organelle inner membrane	organelle inner membrane	359	0.576329579983787	2.06488313810616	1.78822768384664e-09	1.08390982564068e-07	9.81386197785692e-08	1224	tags=42%, list=20%, signal=36%	YDR119W-A/YHR001W-A/YGL187C/YNL052W/YKL148C/YIL155C/YMR256C/YLR038C/YGR243W/YPR010C-A/YDR529C/YLL041C/YBL030C/YLR395C/YEL024W/YJR077C/YPL134C/YMR118C/YAL039C/YPL271W/YJL166W/YOL077W-A/YGL191W/YDR178W/YML120C/YML081C-A/YBR039W/YBL045C/YKL141W/YFR033C/YDL004W/YGR174C/YGR183C/YDL174C/YLR295C/YHR051W/YPR191W/YBL099W/YDR377W/YDR322C-A/YPR020W/YDR298C/YKL016C/YCL057C-A/YJR121W/YOR065W/YOR356W/YPL078C/YPL189C-A/YMR110C/YJL062W-A/YNL185C/YER182W/YDL067C/YML009C/YKR016W/YPR061C/YJL045W/YFR011C/YJL063C/YLR164W/YPL183W-A/YNR018W/YDR231C/YGR021W/YLR289W/YMR056C/YDR405W/YPR100W/YPR021C/YBR262C/YLR204W/YJR095W/YHR005C-A/YJR034W/YBL038W/YLR439W/YEL020W-A/YKL133C/YML129C/YKR042W/YLR099C/YNR017W/YDR115W/YMR225C/YKL195W/YLR259C/YML030W/YIL006W/YBL095W/YGL068W/YNR037C/YER141W/YJR135W-A/YKL138C/YMR257C/YGR046W/YLR168C/YHR147C/YNL306W/YGR215W/YPR166C/YNL100W/YDL107W/YPL013C/YDR494W/YNR022C/YJR045C/YGL080W/YBL059C-A/YJR080C/YGR181W/YDR462W/YKL137W/YOR176W/YGR231C/YOR147W/YGR220C/YPR125W/YKL087C/YJL096W/YKR006C/YHR059W/YOR150W/YMR089C/YJR113C/YPL215W/YMR286W/YGR132C/YNL122C/YBR185C/YGR076C/YOR158W/YDR282C/YNR020C/YBL090W/YDR381C-A/YPL118W/YKL003C/YDR347W/YDR316W/YNR036C/YBR282W/YEL050C/YPL173W/YDR116C/YCL044C/YNR045W/YNL252C/YDR322W/YMR302C
aerobic electron transport chain	aerobic electron transport chain	32	0.910252589650436	2.37815757311237	2.97271682071088e-09	1.7235295132252e-07	1.56050626698187e-07	408	tags=84%, list=7%, signal=79%	YHR001W-A/YGL187C/YNL052W/YKL148C/YMR256C/YLR038C/YDR529C/YLL041C/YLR395C/YEL024W/YMR118C/YJL166W/YGL191W/YDR178W/YML120C/YBL045C/YKL141W/YFR033C/YGR183C/YHR051W/YPR191W/YEL039C/YOR065W/YJR048W/YDL067C/YJL045W/YLR164W
mitochondrial ATP synthesis coupled electron transport	mitochondrial ATP synthesis coupled electron transport	32	0.910252589650436	2.37815757311237	2.97271682071088e-09	1.7235295132252e-07	1.56050626698187e-07	408	tags=84%, list=7%, signal=79%	YHR001W-A/YGL187C/YNL052W/YKL148C/YMR256C/YLR038C/YDR529C/YLL041C/YLR395C/YEL024W/YMR118C/YJL166W/YGL191W/YDR178W/YML120C/YBL045C/YKL141W/YFR033C/YGR183C/YHR051W/YPR191W/YEL039C/YOR065W/YJR048W/YDL067C/YJL045W/YLR164W
cellular respiration	cellular respiration	107	0.753353023693723	2.3505454816146	3.80541098278634e-09	2.15936831725344e-07	1.95512044669919e-07	686	tags=56%, list=11%, signal=51%	YHR001W-A/YGL187C/YJL116C/YNL052W/YKL148C/YIL155C/YMR256C/YLR038C/YKL109W/YDR529C/YLL041C/YBL030C/YLR395C/YEL024W/YPL134C/YMR118C/YPL271W/YJL166W/YGL191W/YDR178W/YML120C/YBL045C/YKL141W/YFR033C/YGR183C/YKL085W/YHR051W/YMR081C/YPR191W/YEL039C/YDR148C/YDR298C/YJR121W/YFR049W/YOR065W/YOR356W/YGR244C/YJR048W/YIL125W/YKL093W/YBR269C/YDL067C/YJR120W/YJR104C/YJL045W/YLR174W/YNR001C/YGL062W/YLR304C/YLR164W/YIL070C/YMR056C/YFL018C/YPR021C/YLL013C/YDL078C/YNL009W/YMR002W/YER156C/YOL071W
non-proteinogenic amino acid metabolic process	non-proteinogenic amino acid metabolic process	24	-0.869857620959529	-2.31310090644742	4.00074298457307e-09	2.22291282080341e-07	2.01265447513391e-07	350	tags=58%, list=6%, signal=55%	YFR055W/YMR020W/YJR130C/YJL071W/YOL140W/YGR155W/YHR112C/YER069W/YMR062C/YJL088W/YAL012W/YGL184C/YNL277W/YLR303W
aerobic respiration	aerobic respiration	90	0.777528885311377	2.36911528815448	7.96388305309712e-09	4.21605064304079e-07	3.81726764751863e-07	469	tags=51%, list=8%, signal=48%	YHR001W-A/YGL187C/YJL116C/YNL052W/YKL148C/YMR256C/YLR038C/YDR529C/YLL041C/YBL030C/YLR395C/YEL024W/YMR118C/YPL271W/YJL166W/YGL191W/YDR178W/YML120C/YBL045C/YKL141W/YFR033C/YGR183C/YKL085W/YHR051W/YMR081C/YPR191W/YEL039C/YDR148C/YDR298C/YJR121W/YFR049W/YOR065W/YGR244C/YJR048W/YIL125W/YKL093W/YDL067C/YJL045W/YLR174W/YNR001C/YGL062W/YLR304C/YLR164W/YIL070C/YMR056C/YFL018C
vitamin metabolic process	vitamin metabolic process	65	-0.708792600825713	-2.34021923453748	8.06218908118036e-09	4.21605064304079e-07	3.81726764751863e-07	527	tags=40%, list=9%, signal=37%	YNL256W/YJR156C/YDR487C/YDL080C/YKR080W/YBL036C/YMR020W/YHR063C/YOR143C/YEL029C/YOL143C/YGR267C/YPL258C/YPL214C/YGR204W/YBR256C/YGL125W/YLR058C/YMR095C/YOL055C/YBR240C/YMR096W/YCR020C/YBR092C/YPR121W/YGR144W
water-soluble vitamin metabolic process	water-soluble vitamin metabolic process	65	-0.708792600825713	-2.34021923453748	8.06218908118036e-09	4.21605064304079e-07	3.81726764751863e-07	527	tags=40%, list=9%, signal=37%	YNL256W/YJR156C/YDR487C/YDL080C/YKR080W/YBL036C/YMR020W/YHR063C/YOR143C/YEL029C/YOL143C/YGR267C/YPL258C/YPL214C/YGR204W/YBR256C/YGL125W/YLR058C/YMR095C/YOL055C/YBR240C/YMR096W/YCR020C/YBR092C/YPR121W/YGR144W
nuclease activity	nuclease activity	142	-0.572453756355042	-2.17685183254905	8.81387932000652e-09	4.52050310508796e-07	4.09292290690181e-07	419	tags=27%, list=7%, signal=26%	YEL016C/YIL082W-A/YLR132C/YDR076W/YOL103W-B/YHR214C-B/YCL019W/YBL055C/YDR034C-D/YDL227C/YGR038C-B/YOR142W-B/YDR261W-B/YOR192C-B/YFL002W-A/YBL100W-B/YMR050C/YDR365W-B/YGR161C-D/YPR158W-B/YER160C/YNL054W-B/YBR012W-B/YNL221C/YBL005W-B/YDR098C-B/YDR210C-D/YLR227W-B/YML045W/YMR045C/YAR009C/YJR029W/YGR027W-B/YJR027W/YNL284C-B/YPR137C-B/YPR158C-D/YER138C/YDR261C-D
serine family amino acid metabolic process	serine family amino acid metabolic process	29	-0.829829236736253	-2.30501890579041	1.28243490477141e-08	6.4533092283497e-07	5.84291096632692e-07	350	tags=62%, list=6%, signal=59%	YFR055W/YCL064C/YJR139C/YJR130C/YDR158W/YAL044C/YOR184W/YGR155W/YLR058C/YER052C/YHR112C/YMR189W/YDR019C/YAL012W/YGL184C/YIL074C/YNL277W/YLR303W
ATP synthesis coupled electron transport	ATP synthesis coupled electron transport	33	0.90727355702435	2.38833080290008	1.3263721970511e-08	6.47960773793325e-07	5.86672198244386e-07	408	tags=82%, list=7%, signal=77%	YHR001W-A/YGL187C/YNL052W/YKL148C/YMR256C/YLR038C/YDR529C/YLL041C/YLR395C/YEL024W/YMR118C/YJL166W/YGL191W/YDR178W/YML120C/YBL045C/YKL141W/YFR033C/YGR183C/YHR051W/YPR191W/YEL039C/YOR065W/YJR048W/YDL067C/YJL045W/YLR164W
cytochrome complex	cytochrome complex	20	0.943253437109045	2.30816701813428	1.33625206444068e-08	6.47960773793325e-07	5.86672198244386e-07	305	tags=90%, list=5%, signal=86%	YDR119W-A/YHR001W-A/YGL187C/YNL052W/YMR256C/YLR038C/YDR529C/YLR395C/YEL024W/YJL166W/YGL191W/YBL045C/YFR033C/YGR183C/YHR051W/YPR191W/YOR065W/YDL067C
ribosome	ribosome	275	0.597040523215756	2.08116041999112	1.52259857880503e-08	7.25137573155898e-07	6.56549086424577e-07	1948	tags=70%, list=32%, signal=50%	YDL081C/YFR049W/YLR367W/YDR382W/YDR077W/YDL130W/YNL185C/YML009C/YER165W/YNL007C/YJL063C/YPL183W-A/YPR043W/YOL039W/YGR027C/YDR405W/YPR100W/YLR204W/YAL003W/YBL038W/YLR439W/YOR182C/YKR057W/YHR021C/YDR115W/YPL048W/YMR225C/YJR094W-A/YJL191W/YBR120C/YDR418W/YGR034W/YOR167C/YLR287C-A/YGL068W/YNR037C/YLR325C/YDL184C/YOR293W/YKL138C/YFR032C-A/YHR147C/YNL306W/YDR447C/YKR059W/YGR215W/YPR166C/YOR369C/YPL143W/YJL189W/YOL139C/YPL013C/YOL040C/YPR132W/YDR494W/YCR077C/YNR022C/YGL031C/YMR143W/YGL030W/YDR500C/YGL135W/YPL220W/YPL249C-A/YDR462W/YPL012W/YER056C-A/YMR230W/YDL061C/YOL121C/YDL136W/YGL189C/YLR340W/YER025W/YOL127W/YML073C/YGR220C/YAL035W/YDL133C-A/YIL052C/YGR162W/YDR064W/YLR185W/YGR214W/YJL096W/YNL162W/YKR006C/YHR059W/YOR150W/YJR113C/YPL215W/YMR286W/YDL083C/YNL122C/YBL092W/YER074W/YGR076C/YDL075W/YNL302C/YER131W/YIL148W/YOR158W/YOR234C/YDR025W/YLR075W/YJL136C/YBL090W/YNL014W/YPL118W/YOR312C/YOL120C/YKL003C/YDR347W/YOR096W/YDL191W/YNR036C/YBR282W/YEL050C/YPL173W/YBL087C/YDR116C/YHL015W/YJR123W/YNL252C/YDR322W/YML024W/YNL178W/YBL072C/YKL170W/YLR061W/YBR189W/YPR102C/YMR193W/YLR167W/YDR036C/YMR116C/YDR012W/YDR450W/YBR146W/YNL002C/YNR046W/YDR041W/YPL132W/YLR312W-A/YBL027W/YJR047C/YPL079W/YKR085C/YMR142C/YPL081W/YER117W/YDR194C/YKL006W/YLR249W/YLR264W/YDR237W/YGL147C/YDR337W/YBR084C-A/YDR471W/YLR406C/YJL177W/YBR048W/YGL195W/YBR122C/YBR268W/YCR046C/YDR496C/YGR054W/YNL067W/YHR141C/YHL004W/YCR071C/YER102W/YER050C/YLR441C/YKL156W/YMR158W/YKL180W/YGR084C/YBR251W/YPL090C/YJR145C/YCR031C/YHR010W/YGR178C/YJL190C/YMR194W/YGL076C/YGL129C/YLR333C/YDR296W
oxidoreduction-driven active transmembrane transporter activity	oxidoreduction-driven active transmembrane transporter activity	18	0.950359177625085	2.28700901966528	2.22706749506911e-08	1.04203315953497e-06	9.43470514069906e-07	305	tags=94%, list=5%, signal=90%	YHR001W-A/YGL187C/YNL052W/YMR256C/YLR038C/YDR529C/YLR395C/YEL024W/YJL166W/YGL191W/YBL045C/YFR033C/YGR183C/YHR051W/YPR191W/YOR065W/YDL067C
transmembrane transporter complex	transmembrane transporter complex	59	0.820424789861216	2.36831690344201	2.31624084788261e-08	1.06507143815567e-06	9.64329674236425e-07	307	tags=56%, list=5%, signal=54%	YDR119W-A/YHR001W-A/YGL187C/YNL052W/YMR256C/YLR038C/YDR529C/YLR395C/YEL024W/YPL271W/YJL166W/YOL077W-A/YGL191W/YML081C-A/YBR039W/YBL045C/YFR033C/YDL004W/YGR183C/YLR295C/YHR051W/YPR191W/YBL099W/YDR377W/YDR322C-A/YPR020W/YDR298C/YKL016C/YJR121W/YOR065W/YPL078C/YDL067C/YPL147W
methionine metabolic process	methionine metabolic process	27	-0.831807247379986	-2.26980927334567	2.56088917527219e-08	1.15760871702558e-06	1.04811414238616e-06	279	tags=56%, list=5%, signal=53%	YLL058W/YJR148W/YGL202W/YJR139C/YHR208W/YDR158W/YGL125W/YER052C/YLR180W/YOL064C/YDR502C/YGL184C/YER091C/YNL277W/YLR303W
peptidase activity	peptidase activity	140	-0.556809560963306	-2.11307771155489	2.6919212280395e-08	1.19655898586356e-06	1.08338022756537e-06	619	tags=24%, list=10%, signal=22%	YKL103C/YCR045C/YOL103W-B/YHR214C-B/YMR274C/YPR122W/YPL191C/YGL259W/YDR144C/YGR038C-B/YOR142W-B/YOL154W/YMR050C/YDR365W-B/YGR161C-D/YPR158W-B/YER160C/YNL054W-B/YBR012W-B/YBL005W-B/YDR098C-B/YDR210C-D/YNL191W/YLR227W-B/YML045W/YMR045C/YJR029W/YGR027W-B/YJR027W/YNL284C-B/YPR137C-B/YPR158C-D/YER138C/YDR261C-D
structural constituent of ribosome	structural constituent of ribosome	221	0.624956621862641	2.12203958034614	2.84555191764127e-08	1.24411261710644e-06	1.12643591010683e-06	1948	tags=76%, list=32%, signal=53%	YDL081C/YFR049W/YLR367W/YDR382W/YDL130W/YNL185C/YML009C/YJL063C/YPL183W-A/YPR043W/YOL039W/YGR027C/YDR405W/YPR100W/YLR204W/YBL038W/YLR439W/YOR182C/YKR057W/YHR021C/YDR115W/YMR225C/YJR094W-A/YJL191W/YDR418W/YGR034W/YOR167C/YLR287C-A/YGL068W/YNR037C/YLR325C/YDL184C/YOR293W/YKL138C/YFR032C-A/YHR147C/YNL306W/YDR447C/YGR215W/YPR166C/YOR369C/YPL143W/YJL189W/YPL013C/YOL040C/YPR132W/YDR494W/YNR022C/YGL031C/YMR143W/YGL030W/YDR500C/YGL135W/YPL220W/YPL249C-A/YDR462W/YLR009W/YER056C-A/YMR230W/YDL061C/YOL121C/YDL136W/YGL189C/YLR340W/YOL127W/YML073C/YGR220C/YDL133C-A/YIL052C/YDR064W/YLR185W/YGR214W/YJL096W/YNL162W/YKR006C/YHR059W/YOR150W/YJR113C/YMR286W/YDL083C/YNL122C/YBL092W/YER074W/YGR076C/YDL075W/YNL302C/YER131W/YIL148W/YOR158W/YOR234C/YDR025W/YLR075W/YJL136C/YBL090W/YPL118W/YOR312C/YOL120C/YKL003C/YDR347W/YOR096W/YDL191W/YNR036C/YBR282W/YEL050C/YPL173W/YBL087C/YDR116C/YHL015W/YJR123W/YNL252C/YDR322W/YML024W/YNL178W/YBL072C/YKL170W/YLR061W/YBR189W/YPR102C/YMR193W/YLR167W/YDR036C/YDR012W/YDR450W/YBR146W/YNL002C/YDR041W/YLR312W-A/YBL027W/YPL079W/YKR085C/YMR142C/YPL081W/YER117W/YKL006W/YLR264W/YDR237W/YGL147C/YDR337W/YBR084C-A/YDR471W/YLR406C/YJL177W/YBR048W/YBR122C/YBR268W/YCR046C/YNL067W/YHR141C/YHL004W/YCR071C/YER102W/YER050C/YLR441C/YKL156W/YMR158W/YKL180W/YGR084C/YBR251W/YPL090C/YJR145C/YCR031C/YHR010W/YJL190C/YMR194W/YGL076C/YGL129C/YLR333C/YDR296W
electron transfer activity	electron transfer activity	34	0.892828939895386	2.36919630803003	2.99101067355162e-08	1.28661701070357e-06	1.16491994654116e-06	358	tags=74%, list=6%, signal=70%	YHR001W-A/YGL187C/YNL052W/YKL148C/YMR256C/YLR038C/YDR529C/YLL041C/YLR395C/YEL024W/YMR118C/YJL166W/YGL191W/YBL045C/YKL141W/YFR033C/YGR183C/YHR051W/YPR191W/YEL039C/YOR065W/YOR356W/YJR048W/YDL067C/YJL045W
ribosomal subunit	ribosomal subunit	228	0.617533195253569	2.10589993535528	3.70492907809375e-08	1.56841997639302e-06	1.42006805432699e-06	1948	tags=75%, list=32%, signal=53%	YDL081C/YLR367W/YDR382W/YDL130W/YNL185C/YML009C/YNL007C/YJL063C/YPL183W-A/YPR043W/YOL039W/YGR027C/YDR405W/YPR100W/YLR204W/YBL038W/YLR439W/YOR182C/YKR057W/YHR021C/YDR115W/YMR225C/YJR094W-A/YJL191W/YDR418W/YGR034W/YOR167C/YLR287C-A/YGL068W/YNR037C/YLR325C/YDL184C/YOR293W/YKL138C/YFR032C-A/YHR147C/YNL306W/YDR447C/YGR215W/YPR166C/YOR369C/YPL143W/YJL189W/YPL013C/YOL040C/YPR132W/YDR494W/YCR077C/YNR022C/YGL031C/YMR143W/YGL030W/YDR500C/YGL135W/YPL220W/YPL249C-A/YDR462W/YER056C-A/YMR230W/YDL061C/YOL121C/YDL136W/YGL189C/YLR340W/YOL127W/YML073C/YGR220C/YAL035W/YDL133C-A/YIL052C/YDR064W/YLR185W/YGR214W/YJL096W/YNL162W/YKR006C/YHR059W/YOR150W/YJR113C/YMR286W/YDL083C/YNL122C/YBL092W/YER074W/YGR076C/YDL075W/YNL302C/YER131W/YIL148W/YOR158W/YOR234C/YDR025W/YLR075W/YJL136C/YBL090W/YPL118W/YOR312C/YOL120C/YKL003C/YDR347W/YOR096W/YDL191W/YNR036C/YBR282W/YEL050C/YPL173W/YBL087C/YDR116C/YHL015W/YJR123W/YNL252C/YDR322W/YML024W/YNL178W/YBL072C/YKL170W/YLR061W/YBR189W/YPR102C/YMR193W/YLR167W/YDR036C/YMR116C/YDR012W/YDR450W/YBR146W/YNL002C/YDR041W/YLR312W-A/YBL027W/YPL079W/YKR085C/YMR142C/YPL081W/YER117W/YKL006W/YLR264W/YDR237W/YGL147C/YDR337W/YBR084C-A/YDR471W/YLR406C/YJL177W/YBR048W/YBR122C/YBR268W/YCR046C/YDR496C/YNL067W/YHR141C/YHL004W/YCR071C/YER102W/YER050C/YLR441C/YKL156W/YMR158W/YKL180W/YGR084C/YBR251W/YPL090C/YJR145C/YCR031C/YHR010W/YJL190C/YMR194W/YGL076C/YGL129C/YLR333C/YDR296W
L-methionine biosynthetic process	L-methionine biosynthetic process	26	-0.835205032459838	-2.25727555174243	6.50030613222969e-08	2.6671256084087e-06	2.41485056960889e-06	279	tags=58%, list=5%, signal=55%	YLL058W/YJR148W/YGL202W/YJR139C/YHR208W/YDR158W/YGL125W/YER052C/YLR180W/YOL064C/YDR502C/YGL184C/YER091C/YNL277W/YLR303W
methionine biosynthetic process	methionine biosynthetic process	26	-0.835205032459838	-2.25727555174243	6.50030613222969e-08	2.6671256084087e-06	2.41485056960889e-06	279	tags=58%, list=5%, signal=55%	YLL058W/YJR148W/YGL202W/YJR139C/YHR208W/YDR158W/YGL125W/YER052C/YLR180W/YOL064C/YDR502C/YGL184C/YER091C/YNL277W/YLR303W
transporter complex	transporter complex	85	0.758796710511024	2.28763080381268	8.91438420553989e-08	3.4962739229669e-06	3.16557234791154e-06	307	tags=39%, list=5%, signal=37%	YDR119W-A/YHR001W-A/YGL187C/YNL052W/YMR256C/YLR038C/YDR529C/YLR395C/YEL024W/YPL271W/YJL166W/YOL077W-A/YGL191W/YML081C-A/YBR039W/YBL045C/YFR033C/YDL004W/YGR183C/YLR295C/YHR051W/YPR191W/YBL099W/YDR377W/YDR322C-A/YPR020W/YDR298C/YKL016C/YJR121W/YOR065W/YPL078C/YDL067C/YPL147W
proton channel activity	proton channel activity	14	0.96172328086164	2.19224290356946	8.80650587209764e-08	3.4962739229669e-06	3.16557234791154e-06	245	tags=100%, list=4%, signal=96%	YPL271W/YOL077W-A/YML081C-A/YBR039W/YDL004W/YLR295C/YBL099W/YDR377W/YDR322C-A/YPR020W/YDR298C/YKL016C/YJR121W/YPL078C
proton-transporting ATP synthase activity, rotational mechanism	proton-transporting ATP synthase activity, rotational mechanism	14	0.96172328086164	2.19224290356946	8.80650587209764e-08	3.4962739229669e-06	3.16557234791154e-06	245	tags=100%, list=4%, signal=96%	YPL271W/YOL077W-A/YML081C-A/YBR039W/YDL004W/YLR295C/YBL099W/YDR377W/YDR322C-A/YPR020W/YDR298C/YKL016C/YJR121W/YPL078C
ATP biosynthetic process	ATP biosynthetic process	16	0.947796143187449	2.21255465593098	9.79898878016459e-08	3.73341472524271e-06	3.38028274611994e-06	245	tags=94%, list=4%, signal=90%	YJL116C/YPL271W/YOL077W-A/YML081C-A/YBR039W/YDL004W/YLR295C/YBL099W/YDR377W/YDR322C-A/YPR020W/YDR298C/YKL016C/YJR121W/YPL078C
proton motive force-driven ATP synthesis	proton motive force-driven ATP synthesis	16	0.947796143187449	2.21255465593098	9.79898878016459e-08	3.73341472524271e-06	3.38028274611994e-06	245	tags=94%, list=4%, signal=90%	YJL116C/YPL271W/YOL077W-A/YML081C-A/YBR039W/YDL004W/YLR295C/YBL099W/YDR377W/YDR322C-A/YPR020W/YDR298C/YKL016C/YJR121W/YPL078C
electron transport chain	electron transport chain	40	0.85516755032165	2.35110400612841	1.04973014282361e-07	3.9431412548036e-06	3.57017190161209e-06	408	tags=75%, list=7%, signal=70%	YHR001W-A/YGL187C/YNL052W/YKL148C/YIL155C/YMR256C/YLR038C/YDR529C/YLL041C/YLR395C/YEL024W/YPL134C/YMR118C/YJL166W/YGL191W/YDR178W/YML120C/YBL045C/YKL141W/YFR033C/YGR183C/YHR051W/YPR191W/YEL039C/YOR065W/YOR356W/YJR048W/YDL067C/YJL045W/YLR164W
respiratory electron transport chain	respiratory electron transport chain	39	0.862618576807814	2.36959893933436	2.54172042265106e-07	9.41495606556997e-06	8.52442492625956e-06	408	tags=77%, list=7%, signal=72%	YHR001W-A/YGL187C/YNL052W/YKL148C/YIL155C/YMR256C/YLR038C/YDR529C/YLL041C/YLR395C/YEL024W/YPL134C/YMR118C/YJL166W/YGL191W/YDR178W/YML120C/YBL045C/YKL141W/YFR033C/YGR183C/YHR051W/YPR191W/YEL039C/YOR065W/YOR356W/YJR048W/YDL067C/YJL045W/YLR164W
vitamin binding	vitamin binding	48	-0.705164781537303	-2.18234185059341	2.95472924392869e-07	1.07948806761066e-05	9.77382679967183e-06	409	tags=44%, list=7%, signal=41%	YDL080C/YLR089C/YBL036C/YFR055W/YKL218C/YKL106W/YCL064C/YER086W/YGL202W/YOR143C/YJR130C/YOL140W/YIL116W/YOR184W/YLR058C/YHR112C/YAL012W/YJL060W/YGL184C/YLR134W/YLR303W
pyridoxal phosphate binding	pyridoxal phosphate binding	38	-0.749532034500076	-2.19933573691753	3.84237302102884e-07	1.36634784627785e-05	1.23710929266528e-05	384	tags=47%, list=6%, signal=45%	YLR089C/YBL036C/YFR055W/YKL218C/YKL106W/YCL064C/YER086W/YGL202W/YJR130C/YOL140W/YIL116W/YOR184W/YLR058C/YHR112C/YAL012W/YJL060W/YGL184C/YLR303W
vitamin B6 binding	vitamin B6 binding	38	-0.749532034500076	-2.19933573691753	3.84237302102884e-07	1.36634784627785e-05	1.23710929266528e-05	384	tags=47%, list=6%, signal=45%	YLR089C/YBL036C/YFR055W/YKL218C/YKL106W/YCL064C/YER086W/YGL202W/YJR130C/YOL140W/YIL116W/YOR184W/YLR058C/YHR112C/YAL012W/YJL060W/YGL184C/YLR303W
cation channel complex	cation channel complex	16	0.938588092851263	2.19105919534083	5.20972987001653e-07	1.80446098225118e-05	1.63378268240847e-05	245	tags=88%, list=4%, signal=84%	YPL271W/YOL077W-A/YML081C-A/YBR039W/YDL004W/YLR295C/YBL099W/YDR377W/YDR322C-A/YPR020W/YDR298C/YKL016C/YJR121W/YPL078C
monoatomic ion channel complex	monoatomic ion channel complex	16	0.938588092851263	2.19105919534083	5.20972987001653e-07	1.80446098225118e-05	1.63378268240847e-05	245	tags=88%, list=4%, signal=84%	YPL271W/YOL077W-A/YML081C-A/YBR039W/YDL004W/YLR295C/YBL099W/YDR377W/YDR322C-A/YPR020W/YDR298C/YKL016C/YJR121W/YPL078C
aromatic amino acid family biosynthetic process	aromatic amino acid family biosynthetic process	23	-0.82955992760063	-2.20690481157183	5.66303493926073e-07	1.93632233115492e-05	1.75317168025157e-05	645	tags=74%, list=11%, signal=66%	YBR166C/YGL148W/YDR127W/YNL316C/YIL020C/YER090W/YDR035W/YGL202W/YBR248C/YFR025C/YGL026C/YCL030C/YOR202W/YIL116W/YKL211C/YER055C/YDR354W
L-arginine biosynthetic process	L-arginine biosynthetic process	13	-0.896354838216461	-2.08512812116572	7.09682409763072e-07	2.39585188207356e-05	2.16923577347966e-05	220	tags=77%, list=4%, signal=74%	YJL071W/YOL140W/YOR303W/YOR130C/YJR109C/YER069W/YMR062C/YOL058W/YJL088W/YHR018C
catalytic activity, acting on DNA	catalytic activity, acting on DNA	189	-0.483830821247172	-1.91350277480554	8.73041078464801e-07	2.91050069533203e-05	2.63520557105033e-05	419	tags=16%, list=7%, signal=16%	YBL055C/YDR034C-D/YGR038C-B/YOR142W-B/YDR261W-B/YOR192C-B/YFL002W-A/YBL100W-B/YMR050C/YDR365W-B/YGR161C-D/YPR158W-B/YER160C/YNL054W-B/YBR012W-B/YIL009C-A/YBL005W-B/YDR098C-B/YDR210C-D/YLR227W-B/YML045W/YMR045C/YAR009C/YJR029W/YGR027W-B/YJR027W/YNL284C-B/YPR137C-B/YPR158C-D/YER138C/YDR261C-D
vitamin biosynthetic process	vitamin biosynthetic process	52	-0.693719521204165	-2.18664464767681	9.20756287261625e-07	2.99470368064238e-05	2.71144406030573e-05	825	tags=44%, list=14%, signal=39%	YBR176W/YIL145C/YDL244W/YBR035C/YNL256W/YJR156C/YDR487C/YDL080C/YMR020W/YHR063C/YOR143C/YEL029C/YOL143C/YGR267C/YPL258C/YPL214C/YBR256C/YMR095C/YOL055C/YBR240C/YMR096W/YPR121W/YGR144W
water-soluble vitamin biosynthetic process	water-soluble vitamin biosynthetic process	52	-0.693719521204165	-2.18664464767681	9.20756287261625e-07	2.99470368064238e-05	2.71144406030573e-05	825	tags=44%, list=14%, signal=39%	YBR176W/YIL145C/YDL244W/YBR035C/YNL256W/YJR156C/YDR487C/YDL080C/YMR020W/YHR063C/YOR143C/YEL029C/YOL143C/YGR267C/YPL258C/YPL214C/YBR256C/YMR095C/YOL055C/YBR240C/YMR096W/YPR121W/YGR144W
proton-transporting ATP synthase complex	proton-transporting ATP synthase complex	15	0.945888398167833	2.18506072825516	9.65923080308568e-07	3.09772842485891e-05	2.80472401737665e-05	245	tags=93%, list=4%, signal=90%	YPL271W/YOL077W-A/YML081C-A/YBR039W/YDL004W/YLR295C/YBL099W/YDR377W/YDR322C-A/YPR020W/YDR298C/YKL016C/YJR121W/YPL078C
