ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
threonine metabolic process	threonine metabolic process	17	-0.81949682441963	-2.03208092951414	5.40931594395642e-05	0.00120770077298302	0.00109346814801692	318	tags=59%, list=5%, signal=56%	YKL106W/YCL064C/YER086W/YJR139C/YDR158W/YER052C/YAL012W/YER091C/YNL277W/YLR303W
primary alcohol biosynthetic process	primary alcohol biosynthetic process	16	-0.819801168531955	-2.00648562764282	5.4792573502417e-05	0.00120770077298302	0.00109346814801692	481	tags=56%, list=8%, signal=52%	YJR156C/YDL080C/YOR143C/YPL258C/YPL214C/YOL055C/YBR240C/YPR121W/YGR144W
thiamine biosynthetic process	thiamine biosynthetic process	16	-0.819801168531955	-2.00648562764282	5.4792573502417e-05	0.00120770077298302	0.00109346814801692	481	tags=56%, list=8%, signal=52%	YJR156C/YDL080C/YOR143C/YPL258C/YPL214C/YOL055C/YBR240C/YPR121W/YGR144W
thiamine-containing compound biosynthetic process	thiamine-containing compound biosynthetic process	16	-0.819801168531955	-2.00648562764282	5.4792573502417e-05	0.00120770077298302	0.00109346814801692	481	tags=56%, list=8%, signal=52%	YJR156C/YDL080C/YOR143C/YPL258C/YPL214C/YOL055C/YBR240C/YPR121W/YGR144W
transferase activity, transferring phosphorus-containing groups	transferase activity, transferring phosphorus-containing groups	364	-0.379067708461874	-1.6005735032599	6.22375331237184e-05	0.00136055328558161	0.00123186282127532	813	tags=20%, list=13%, signal=19%	YLR133W/YFL029C/YDL235C/YKL165C/YAR018C/YGR040W/YNL011C/YDR147W/YPR161C/YIL082W-A/YJL100W/YPR106W/YHR025W/YBR274W/YER123W/YGL021W/YDR531W/YOR351C/YDL142C/YOL103W-B/YHR214C-B/YGR202C/YDL175C/YGL154C/YDR020C/YNL256W/YDR127W/YCL019W/YGL059W/YNL130C/YDR034C-D/YMR220W/YGR038C-B/YHR123W/YNL129W/YOR142W-B/YOL128C/YDR261W-B/YOR192C-B/YFL002W-A/YOR143C/YBL100W-B/YMR050C/YDR365W-B/YGR161C-D/YEL029C/YPR158W-B/YER160C/YNL054W-B/YPL258C/YPL214C/YBR012W-B/YPL188W/YBL005W-B/YDR098C-B/YDR210C-D/YLR227W-B/YML045W/YMR045C/YAR009C/YJR029W/YGR027W-B/YJR027W/YER052C/YER069W/YNL284C-B/YOL055C/YPR137C-B/YPR158C-D/YER138C/YPR121W/YDR261C-D/YKL001C/YJR010W
ATP metabolic process	ATP metabolic process	51	0.758548404042547	2.13691535266488	6.44159574246487e-05	0.00139672649147592	0.0012646145171771	421	tags=41%, list=7%, signal=39%	YFR053C/YJL116C/YPL271W/YOL077W-A/YML081C-A/YBR039W/YDL004W/YCL040W/YLR295C/YBL099W/YDR377W/YDR322C-A/YPR020W/YDR516C/YDR298C/YKL016C/YJR121W/YPL078C/YDL021W/YLR377C/YGL253W
active monoatomic ion transmembrane transporter activity	active monoatomic ion transmembrane transporter activity	95	0.656503713302211	2.02710378451212	6.82709266825577e-05	0.00146837549566437	0.00132948646697612	305	tags=35%, list=5%, signal=34%	YDR342C/YEL069C/YDR343C/YHR001W-A/YGL187C/YNL052W/YMR256C/YLR038C/YDR529C/YLR395C/YEL024W/YKL217W/YFL011W/YHR096C/YJL166W/YGL191W/YBR039W/YBL045C/YFR033C/YDR536W/YGR183C/YHR051W/YPR191W/YPL036W/YNR072W/YBR021W/YBR298C/YJR121W/YNL318C/YOR065W/YPL078C/YBR296C/YDL067C
iron import into cell	iron import into cell	12	-0.857049529709299	-1.97692539619487	7.32073333955848e-05	0.0015619516653282	0.00141421156050081	95	tags=42%, list=2%, signal=41%	YEL065W/YMR058W/YHL040C/YOL158C/YHL047C
organic cation transport	organic cation transport	43	-0.64606510539748	-1.96820863080334	8.14516384722763e-05	0.00172405968099652	0.00156098628784797	984	tags=49%, list=16%, signal=41%	YDL119C/YER119C/YBR147W/YOR273C/YNL003C/YOR317W/YIL088C/YJR001W/YPR058W/YJL059W/YEL063C/YOR049C/YOR192C/YBR104W/YOR130C/YLR237W/YHL016C/YLL055W/YPL274W/YGR055W/YHL036W
sulfur compound transport	sulfur compound transport	27	-0.725337946850737	-1.97927921794028	8.96268999305942e-05	0.00187929138662041	0.00170153511373205	589	tags=48%, list=10%, signal=44%	YNL003C/YPL092W/YIL166C/YBR294W/YKL120W/YOR192C/YLR237W/YLL055W/YLL061W/YPL274W/YGR055W/YHL036W/YLR092W
hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	70	-0.560515659225814	-1.89763924388389	9.01947122187522e-05	0.00187929138662041	0.00170153511373205	265	tags=20%, list=4%, signal=19%	YBR248C/YMR120C/YCL030C/YGR267C/YPL258C/YOR303W/YGR204W/YLR420W/YIL164C/YMR095C/YOL055C/YJL060W/YJL213W/YPR121W
lyase activity	lyase activity	107	-0.513504440263871	-1.86700086948509	9.4147666071985e-05	0.00194644825902313	0.0017623398283895	574	tags=29%, list=9%, signal=27%	YHR067W/YGL148W/YNL256W/YLL058W/YDR127W/YNL316C/YJL097W/YHR174W/YDR487C/YJL200C/YDL080C/YER090W/YFR055W/YKL218C/YCL064C/YER086W/YGL026C/YOR202W/YGL009C/YKL211C/YGR155W/YIL164C/YMR095C/YHR112C/YMR096W/YAL012W/YHR018C/YGL184C/YBR213W/YLR134W/YLR303W
catalytic activity, acting on RNA	catalytic activity, acting on RNA	308	-0.381724548202945	-1.59838484494145	0.000110934623866574	0.00227586647578578	0.00206059941012081	770	tags=16%, list=13%, signal=15%	YDL036C/YIL082W-A/YHR020W/YPL212C/YER176W/YLR132C/YIR005W/YOR201C/YOL103W-B/YNL040W/YHR214C-B/YDL175C/YBL057C/YCL019W/YDR037W/YGR185C/YDR341C/YDR034C-D/YGR038C-B/YOR142W-B/YDR261W-B/YOR192C-B/YFL002W-A/YBL100W-B/YMR050C/YDR365W-B/YGR161C-D/YPR158W-B/YER160C/YNL054W-B/YBR012W-B/YNL221C/YIL009C-A/YBL005W-B/YDR098C-B/YDR210C-D/YLR227W-B/YML045W/YMR045C/YAR009C/YJR029W/YGR027W-B/YJR027W/YNL284C-B/YPR137C-B/YPR158C-D/YMR265C/YER138C/YDR261C-D
cysteine metabolic process	cysteine metabolic process	10	-0.880545977666608	-1.97577940679701	0.000113400245874578	0.00230869050188932	0.00209031871463466	520	tags=80%, list=9%, signal=73%	YLL058W/YFR055W/YJR130C/YGR155W/YHR112C/YAL012W/YGL184C/YLR303W
one-carbon metabolic process	one-carbon metabolic process	20	-0.779337492486921	-1.99069800088227	0.000122633908058329	0.00247776236963306	0.00224339860514998	527	tags=45%, list=9%, signal=41%	YNL256W/YKR080W/YAL044C/YGR267C/YGR204W/YGL125W/YLR058C/YMR189W/YDR019C
cytosolic ribosome	cytosolic ribosome	164	0.577069091085351	1.91433495254457	0.000130603399430332	0.00261894185173455	0.00237122436322264	1944	tags=68%, list=32%, signal=48%	YDL081C/YLR367W/YDR382W/YDL130W/YNL007C/YPR043W/YOL039W/YGR027C/YOR182C/YKR057W/YHR021C/YJR094W-A/YJL191W/YDR418W/YGR034W/YOR167C/YLR287C-A/YLR325C/YDL184C/YOR293W/YFR032C-A/YDR447C/YOR369C/YPL143W/YJL189W/YOL040C/YPR132W/YCR077C/YGL031C/YMR143W/YGL030W/YDR500C/YGL135W/YPL220W/YPL249C-A/YER056C-A/YMR230W/YDL061C/YOL121C/YDL136W/YGL189C/YLR340W/YOL127W/YML073C/YAL035W/YDL133C-A/YIL052C/YDR064W/YLR185W/YGR214W/YNL162W/YDL083C/YBL092W/YER074W/YDL075W/YNL302C/YER131W/YIL148W/YOR234C/YDR025W/YLR075W/YJL136C/YNL014W/YOR312C/YOL120C/YOR096W/YDL191W/YBL087C/YHL015W/YJR123W/YML024W/YNL178W/YBL072C/YLR061W/YBR189W/YPR102C/YLR167W/YMR116C/YDR012W/YDR450W/YNL002C/YBL027W/YJR047C/YPL079W/YMR142C/YPL081W/YER117W/YKL006W/YLR249W/YLR264W/YGL147C/YBR084C-A/YDR471W/YLR406C/YJL177W/YBR048W/YGL195W/YGR054W/YNL067W/YHR141C/YER102W/YLR441C/YKL156W/YKL180W/YPL090C/YJR145C/YCR031C/YHR010W/YJL190C/YMR194W/YGL076C/YLR333C
inorganic cation transmembrane transporter activity	inorganic cation transmembrane transporter activity	150	0.58565548808277	1.92983118528011	0.000154808340144179	0.00308114808331736	0.00278971195829338	305	tags=29%, list=5%, signal=29%	YDR342C/YEL069C/YDR343C/YHR001W-A/YGL187C/YNL052W/YMR256C/YLR038C/YDR529C/YLR395C/YEL024W/YKL217W/YFL011W/YHR096C/YPL271W/YJL166W/YOL077W-A/YGL191W/YML081C-A/YBR039W/YBL045C/YFR033C/YDR536W/YDL004W/YGR183C/YLR295C/YHR051W/YPR191W/YBL099W/YPL036W/YDR377W/YDR322C-A/YPR020W/YDR298C/YNR072W/YKL016C/YBR298C/YJR121W/YNL318C/YOR065W/YPL078C/YBR296C/YNR002C/YDL067C
membrane protein complex	membrane protein complex	340	0.489525343415133	1.74365575012331	0.000163349884933712	0.0032119350069345	0.00290812815736497	531	tags=16%, list=9%, signal=16%	YDR119W-A/YHR001W-A/YGL187C/YNL052W/YKL148C/YMR256C/YLR038C/YGR243W/YDR529C/YLL041C/YPL200W/YBL030C/YLR395C/YEL024W/YMR118C/YPL271W/YJL166W/YOL077W-A/YGL191W/YDR178W/YML081C-A/YBR039W/YBL045C/YKL141W/YFR033C/YDL004W/YGR183C/YLR295C/YHR051W/YPR191W/YBL099W/YDR377W/YDR322C-A/YPR020W/YDR298C/YKL016C/YCL057C-A/YJR121W/YOR065W/YPL078C/YDL067C/YPL147W/YKR016W/YJL045W/YOR045W/YNL242W/YFR011C/YLR164W/YMR056C/YBR262C/YHR005C-A/YOR223W/YHR160C/YEL020W-A/YKL133C
intracellular monoatomic cation homeostasis	intracellular monoatomic cation homeostasis	163	-0.445690996728766	-1.73232141647957	0.000163788211827181	0.0032119350069345	0.00290812815736497	1271	tags=37%, list=21%, signal=30%	YKR021W/YGR092W/YCL073C/YHR175W/YMR177W/YJR040W/YEL051W/YGR106C/YOL152W/YBR207W/YDR456W/YLR447C/YDL128W/YNL259C/YPR170W-B/YKL080W/YEL027W/YGL095C/YOR087W/YOL101C/YDR205W/YPR036W/YNR021W/YER053C/YLR214W/YPL234C/YMR054W/YDR270W/YGL071W/YPL135W/YMR243C/YNL031C/YGL008C/YDR107C/YOR079C/YOL001W/YOL002C/YPL202C/YDR098C/YGR029W/YJL059W/YMR134W/YOR316C/YOR381W/YCR044C/YLL051C/YOR226C/YOR384W/YLR136C/YKL220C/YMR301C/YDL198C/YKL175W/YLR034C/YEL065W/YMR058W/YJR005C-A/YHL040C/YOL158C/YHL047C
primary active transmembrane transporter activity	primary active transmembrane transporter activity	76	0.676247351008346	2.01345931537336	0.000165134919951787	0.00321470679935339	0.00291063777464002	307	tags=29%, list=5%, signal=28%	YHR001W-A/YGL187C/YNL052W/YMR256C/YLR038C/YDR529C/YLR395C/YEL024W/YJL166W/YGL191W/YBR039W/YBL045C/YFR033C/YGR183C/YHR051W/YPR191W/YPL036W/YJR121W/YOR065W/YPL078C/YDL067C/YPL147W
purine nucleoside triphosphate biosynthetic process	purine nucleoside triphosphate biosynthetic process	20	0.868241121993956	2.12460982672536	0.000173479183545061	0.00332855383104084	0.00301371637298273	323	tags=80%, list=5%, signal=76%	YJL116C/YPL271W/YOL077W-A/YML081C-A/YBR039W/YDL004W/YLR295C/YBL099W/YDR377W/YDR322C-A/YPR020W/YDR298C/YKL016C/YJR121W/YPL078C/YKL067W
purine ribonucleoside triphosphate biosynthetic process	purine ribonucleoside triphosphate biosynthetic process	20	0.868241121993956	2.12460982672536	0.000173479183545061	0.00332855383104084	0.00301371637298273	323	tags=80%, list=5%, signal=76%	YJL116C/YPL271W/YOL077W-A/YML081C-A/YBR039W/YDL004W/YLR295C/YBL099W/YDR377W/YDR322C-A/YPR020W/YDR298C/YKL016C/YJR121W/YPL078C/YKL067W
monoatomic cation transmembrane transporter activity	monoatomic cation transmembrane transporter activity	155	0.57845610290727	1.90984465811612	0.000183348133839609	0.00349278194964456	0.00316241066938394	305	tags=28%, list=5%, signal=28%	YDR342C/YEL069C/YDR343C/YHR001W-A/YGL187C/YNL052W/YMR256C/YLR038C/YDR529C/YLR395C/YEL024W/YKL217W/YFL011W/YHR096C/YPL271W/YJL166W/YOL077W-A/YGL191W/YML081C-A/YBR039W/YBL045C/YFR033C/YDR536W/YDL004W/YGR183C/YLR295C/YHR051W/YPR191W/YBL099W/YPL036W/YDR377W/YDR322C-A/YPR020W/YDR298C/YNR072W/YKL016C/YBR021W/YBR298C/YJR121W/YNL318C/YOR065W/YPL078C/YBR296C/YDL067C
monoatomic ion transmembrane transporter activity	monoatomic ion transmembrane transporter activity	162	0.568910213576894	1.87978728957263	0.000184768962064789	0.00349488526118292	0.00316431503528649	365	tags=28%, list=6%, signal=27%	YDR342C/YEL069C/YDR343C/YHR001W-A/YGL187C/YNL052W/YMR256C/YLR038C/YDR529C/YLR395C/YEL024W/YKL217W/YFL011W/YHR096C/YPL271W/YJL166W/YOL077W-A/YGL191W/YML081C-A/YBR039W/YBL045C/YFR033C/YDR536W/YDL004W/YGR183C/YLR295C/YHR051W/YPR191W/YBL099W/YPL036W/YDR377W/YDR322C-A/YPR020W/YDR298C/YNR072W/YKL016C/YBR021W/YBR298C/YJR121W/YNL318C/YOR065W/YPL078C/YBR296C/YDL067C/YGR289C/YNL055C
metal ion transport	metal ion transport	106	-0.504543868818542	-1.82808568538426	0.000189242276774728	0.00355428980393099	0.00321810068881562	1237	tags=44%, list=20%, signal=36%	YMR038C/YCL073C/YHR175W/YJR040W/YNL291C/YOL152W/YBR207W/YDR456W/YDL128W/YNL259C/YER185W/YDL183C/YOR087W/YDR205W/YER053C/YLR214W/YJL094C/YDR270W/YGL071W/YDR135C/YMR243C/YDR534C/YOR079C/YNR039C/YMR319C/YJL133W/YOR316C/YGL255W/YOR381W/YLL051C/YOR384W/YBR085W/YKL220C/YMR301C/YER145C/YKL175W/YML123C/YIL121W/YLR034C/YLR130C/YEL065W/YOR382W/YMR058W/YHL040C/YOR383C/YOL158C/YHL047C
iron ion transport	iron ion transport	42	-0.641351916536231	-1.94503802277639	0.000191192963378928	0.00356581561770349	0.00322853631204461	762	tags=48%, list=13%, signal=42%	YLR214W/YGL071W/YDR534C/YMR319C/YJL133W/YOR381W/YLL051C/YOR384W/YBR085W/YKL220C/YMR301C/YER145C/YLR034C/YEL065W/YOR382W/YMR058W/YHL040C/YOR383C/YOL158C/YHL047C
purine nucleoside triphosphate metabolic process	purine nucleoside triphosphate metabolic process	58	0.715673063136168	2.05900893363082	0.000196254669916369	0.00363480003240942	0.00329099570751573	421	tags=38%, list=7%, signal=36%	YFR053C/YJL116C/YPL271W/YOL077W-A/YML081C-A/YBR039W/YDL004W/YCL040W/YLR295C/YBL099W/YDR377W/YDR322C-A/YPR020W/YDR516C/YDR298C/YKL016C/YJR121W/YPL078C/YKL067W/YDL021W/YLR377C/YGL253W
inorganic ion homeostasis	inorganic ion homeostasis	127	-0.472001129452315	-1.76420610649463	0.00021089405815168	0.00387899622821055	0.0035120941517238	884	tags=36%, list=15%, signal=32%	YCL073C/YHR175W/YMR177W/YJR040W/YOL152W/YBR207W/YDL128W/YNL259C/YEL027W/YPL019C/YOL101C/YDR089W/YDR205W/YNR021W/YER053C/YLR214W/YDR270W/YGL071W/YPL135W/YMR243C/YNL031C/YDR107C/YOR079C/YOL002C/YPL202C/YDR098C/YGR029W/YMR134W/YOR316C/YOR381W/YCR044C/YLL051C/YOR226C/YOR384W/YLR136C/YKL220C/YMR301C/YDL198C/YKL175W/YLR034C/YEL065W/YMR058W/YJR005C-A/YHL040C/YOL158C/YHL047C
intracellular monoatomic ion homeostasis	intracellular monoatomic ion homeostasis	175	-0.430892972061294	-1.68847297859792	0.000214996516200696	0.00392736786785791	0.00355589046982261	1271	tags=35%, list=21%, signal=28%	YKR021W/YGR092W/YCL073C/YHR175W/YMR177W/YJR040W/YEL051W/YGR106C/YOL152W/YBR207W/YDR456W/YLR447C/YDL128W/YNL259C/YPR170W-B/YKL080W/YEL027W/YGL095C/YOR087W/YOL101C/YDR205W/YPR036W/YNR021W/YER053C/YLR214W/YPL234C/YMR054W/YDR270W/YGL071W/YPL135W/YMR243C/YNL031C/YDL142C/YGL008C/YDR107C/YOR079C/YOL001W/YOL002C/YPL202C/YDR098C/YGR029W/YJL059W/YMR134W/YOR316C/YOR381W/YCR044C/YLL051C/YOR226C/YOR384W/YLR136C/YKL220C/YMR301C/YDL198C/YKL175W/YLR034C/YEL065W/YMR058W/YJR005C-A/YHL040C/YOL158C/YHL047C
ribonucleoside triphosphate biosynthetic process	ribonucleoside triphosphate biosynthetic process	24	0.834089904260911	2.08642270035967	0.000232398833852051	0.00421637884274435	0.0038175648038425	323	tags=67%, list=5%, signal=63%	YJL116C/YPL271W/YOL077W-A/YML081C-A/YBR039W/YDL004W/YLR295C/YBL099W/YDR377W/YDR322C-A/YPR020W/YDR298C/YKL016C/YJR121W/YPL078C/YKL067W
carbohydrate metabolic process	carbohydrate metabolic process	253	0.520729070466766	1.79831917158869	0.000241407414585457	0.00435022685607711	0.00393875255376271	680	tags=27%, list=11%, signal=25%	YEL070W/YNR073C/YFR053C/YKR097W/YGR292W/YNR071C/YDL049C/YIL162W/YIL155C/YOR178C/YKL109W/YPL201C/YER054C/YFR017C/YCL040W/YMR105C/YBR299W/YDL246C/YDL085W/YMR145C/YDR516C/YJR159W/YMR280C/YIL024C/YPR184W/YFL053W/YBR105C/YHL032C/YGR043C/YNL117W/YEL011W/YLL026W/YHR043C/YOL157C/YLR070C/YGR282C/YLR308W/YIL045W/YNR001C/YGR289C/YGL062W/YDL022W/YLR304C/YNL242W/YIL172C/YDR313C/YDL021W/YLR377C/YPR026W/YDR511W/YGL253W/YIL107C/YFR015C/YJL121C/YER062C/YDR074W/YGL227W/YIL042C/YLR345W/YPR160W/YDL078C/YIL053W/YGL134W/YDR009W/YMR295C/YMR311C/YML100W/YGR248W
carboxylic acid catabolic process	carboxylic acid catabolic process	104	-0.49909669550073	-1.80443832729291	0.000251104878462737	0.00449460879771893	0.00406947786078078	697	tags=29%, list=12%, signal=26%	YMR303C/YPR128C/YLR027C/YBL098W/YML076C/YJL097W/YJR148W/YDL080C/YLR089C/YBR177C/YPL095C/YFR055W/YKL106W/YCL064C/YER086W/YGL202W/YHR208W/YOR388C/YAL044C/YBR145W/YIL116W/YMR095C/YMR189W/YIR034C/YDR019C/YMR096W/YAL012W/YJL060W/YDR502C/YLR134W
O-acetyltransferase activity	O-acetyltransferase activity	13	-0.815133530185995	-1.89618862288715	0.000261871451034952	0.00465607439940144	0.00421567093806441	602	tags=54%, list=10%, signal=49%	YLL063C/YOR377W/YBR177C/YPL095C/YER024W/YJL218W/YNL277W
purine ribonucleoside triphosphate metabolic process	purine ribonucleoside triphosphate metabolic process	56	0.725613696322579	2.08801850014221	0.000276443163116297	0.00488260871543817	0.00442077808427176	421	tags=39%, list=7%, signal=37%	YFR053C/YJL116C/YPL271W/YOL077W-A/YML081C-A/YBR039W/YDL004W/YCL040W/YLR295C/YBL099W/YDR377W/YDR322C-A/YPR020W/YDR516C/YDR298C/YKL016C/YJR121W/YPL078C/YKL067W/YDL021W/YLR377C/YGL253W
pyruvate family amino acid biosynthetic process	pyruvate family amino acid biosynthetic process	11	-0.844816164292812	-1.91261918629532	0.000299970547393903	0.00526329901249697	0.00476546008117461	949	tags=100%, list=16%, signal=84%	YMR108W/YJR016C/YLR451W/YOR108W/YCL009C/YJR148W/YLR089C/YHR208W/YNL104C/YGL009C
transition metal ion transmembrane transporter activity	transition metal ion transmembrane transporter activity	31	-0.67364179010503	-1.88960364105823	0.000307283855728229	0.00535637936749795	0.00484973625758898	849	tags=55%, list=14%, signal=47%	YDR205W/YER053C/YDR270W/YDR135C/YMR243C/YOR079C/YNR039C/YMR319C/YJL133W/YOR316C/YGL255W/YER145C/YKL175W/YML123C/YLR034C/YLR130C/YMR058W
large ribosomal subunit	large ribosomal subunit	133	0.60146971319065	1.95787918093976	0.000314269155591468	0.00543272271439621	0.00491885852695712	1743	tags=68%, list=29%, signal=49%	YDL081C/YDR382W/YDL130W/YNL185C/YML009C/YJL063C/YPL183W-A/YPR043W/YOL039W/YDR405W/YPR100W/YBL038W/YLR439W/YDR115W/YMR225C/YJR094W-A/YDR418W/YGR034W/YGL068W/YLR325C/YDL184C/YKL138C/YFR032C-A/YHR147C/YPL143W/YJL189W/YNR022C/YGL031C/YGL030W/YDR500C/YGL135W/YPL220W/YPL249C-A/YDR462W/YER056C-A/YDL136W/YLR340W/YOL127W/YML073C/YGR220C/YDL133C-A/YIL052C/YLR185W/YJL096W/YNL162W/YKR006C/YOR150W/YMR286W/YNL122C/YBL092W/YGR076C/YDL075W/YIL148W/YOR234C/YLR075W/YOR312C/YOL120C/YDL191W/YBR282W/YEL050C/YPL173W/YBL087C/YDR116C/YNL252C/YDR322W/YKL170W/YLR061W/YPR102C/YMR193W/YDR012W/YNL002C/YLR312W-A/YBL027W/YPL079W/YKR085C/YMR142C/YER117W/YKL006W/YDR237W/YGL147C/YBR084C-A/YDR471W/YLR406C/YJL177W/YBR122C/YBR268W/YCR046C/YDR496C/YNL067W/YHR141C
organic acid catabolic process	organic acid catabolic process	105	-0.497575418079107	-1.80034791355561	0.000315737540581707	0.00543272271439621	0.00491885852695712	697	tags=29%, list=12%, signal=26%	YMR303C/YPR128C/YLR027C/YBL098W/YML076C/YJL097W/YJR148W/YDL080C/YLR089C/YBR177C/YPL095C/YFR055W/YKL106W/YCL064C/YER086W/YGL202W/YHR208W/YOR388C/YAL044C/YBR145W/YIL116W/YMR095C/YMR189W/YIR034C/YDR019C/YMR096W/YAL012W/YJL060W/YDR502C/YLR134W
monoatomic cation homeostasis	monoatomic cation homeostasis	168	-0.428268247294432	-1.67132875688855	0.000322895839955486	0.00552027695616207	0.00499813128783999	1271	tags=36%, list=21%, signal=29%	YKR021W/YGR092W/YCL073C/YHR175W/YMR177W/YJR040W/YEL051W/YGR106C/YOL152W/YBR207W/YDR456W/YLR447C/YDL128W/YNL259C/YPR170W-B/YKL080W/YEL027W/YGL095C/YOR087W/YOL101C/YDR205W/YPR036W/YNR021W/YER053C/YLR214W/YPL234C/YMR054W/YDR270W/YGL071W/YPL135W/YMR243C/YNL031C/YGL008C/YDR107C/YOR079C/YOL001W/YOL002C/YPL202C/YDR098C/YGR029W/YJL059W/YMR134W/YOR316C/YOR381W/YCR044C/YLL051C/YOR226C/YOR384W/YLR136C/YKL220C/YMR301C/YDL198C/YKL175W/YLR034C/YEL065W/YMR058W/YJR005C-A/YHL040C/YOL158C/YHL047C
mitochondrion organization	mitochondrion organization	216	0.513788870415074	1.73841824479227	0.000349192212628469	0.00593181930624285	0.00537074713891859	1116	tags=38%, list=18%, signal=32%	YGL187C/YLR038C/YDR529C/YBL030C/YGL191W/YML081C-A/YKL141W/YGR174C/YGR183C/YLR295C/YML091C/YDR322C-A/YPR020W/YCL057C-A/YPL189C-A/YDR150W/YER095W/YBR269C/YJL062W-A/YER182W/YJR120W/YHR116W/YKR016W/YNL055C/YOR045W/YFR011C/YDR511W/YNR018W/YDR231C/YCR028C-A/YMR056C/YBR262C/YKL053C-A/YHR005C-A/YJR034W/YLL013C/YEL020W-A/YIL065C/YML129C/YJL180C/YLL009C/YNR017W/YLR259C/YLR390W/YML030W/YDR379C-A/YBR120C/YMR072W/YJL197W/YOL026C/YMR002W/YJR135W-A/YMR257C/YPR133W-A/YDR512C/YLR168C/YOL071W/YGL055W/YNL315C/YNL100W/YDL107W/YJR045C/YOR330C/YBL059C-A/YJR080C/YGR181W/YMR012W/YKL137W/YBR212W/YGR231C/YOR147W/YPR125W/YER058W/YPL215W/YGR132C/YBR185C/YNL213C/YNR020C/YNL138W/YGR150C/YGR082W/YDR381C-A
ribonucleoside triphosphate metabolic process	ribonucleoside triphosphate metabolic process	61	0.701136802136124	2.03954248502261	0.000360033769857468	0.00607727888740423	0.00550244815491694	421	tags=36%, list=7%, signal=34%	YFR053C/YJL116C/YPL271W/YOL077W-A/YML081C-A/YBR039W/YDL004W/YCL040W/YLR295C/YBL099W/YDR377W/YDR322C-A/YPR020W/YDR516C/YDR298C/YKL016C/YJR121W/YPL078C/YKL067W/YDL021W/YLR377C/YGL253W
small ribosomal subunit	small ribosomal subunit	96	0.634936342978618	1.96771134493238	0.000398339647215442	0.00668158389385902	0.00604959384781347	1944	tags=78%, list=32%, signal=54%	YLR367W/YNL007C/YGR027C/YLR204W/YOR182C/YKR057W/YHR021C/YJL191W/YOR167C/YLR287C-A/YNR037C/YOR293W/YNL306W/YDR447C/YGR215W/YPR166C/YOR369C/YPL013C/YOL040C/YPR132W/YDR494W/YCR077C/YMR143W/YMR230W/YDL061C/YOL121C/YGL189C/YAL035W/YDR064W/YGR214W/YHR059W/YJR113C/YDL083C/YER074W/YNL302C/YER131W/YOR158W/YDR025W/YJL136C/YBL090W/YPL118W/YKL003C/YDR347W/YOR096W/YNR036C/YHL015W/YJR123W/YML024W/YNL178W/YBL072C/YBR189W/YLR167W/YDR036C/YMR116C/YDR450W/YBR146W/YDR041W/YPL081W/YLR264W/YDR337W/YBR048W/YHL004W/YER102W/YER050C/YLR441C/YKL156W/YMR158W/YGR084C/YBR251W/YPL090C/YJR145C/YCR031C/YJL190C/YGL129C/YLR333C
transferase activity, transferring alkyl or aryl (other than methyl) groups	transferase activity, transferring alkyl or aryl (other than methyl) groups	51	-0.583854916145037	-1.82490412556767	0.000416798970685388	0.00694751784261205	0.00629037393915973	527	tags=25%, list=9%, signal=23%	YNL256W/YLL058W/YDR127W/YDL090C/YDR035W/YJR130C/YOL143C/YPL214C/YBR256C/YGR154C/YLR180W/YDR502C/YLR303W
fungal-type vacuole membrane	fungal-type vacuole membrane	222	-0.39928443681088	-1.60717124340417	0.000424027400936505	0.00698074739689913	0.00632046041421925	1774	tags=48%, list=29%, signal=35%	YDL199C/YGR141W/YML001W/YOL060C/YKR103W/YFL048C/YLR047C/YHR028C/YCR011C/YOR106W/YBR205W/YOR099W/YPL120W/YPL006W/YDR352W/YBR290W/YDR387C/YPL162C/YHR026W/YJR124C/YBR127C/YML121W/YBR074W/YDL180W/YHR039C-A/YBR041W/YOR270C/YJL012C/YNL293W/YFR021W/YDR284C/YLR240W/YGL114W/YLR241W/YHR175W/YBR077C/YBL089W/YGR125W/YEL051W/YMR195W/YGR106C/YOL075C/YBR207W/YNL101W/YLR001C/YDR456W/YLR447C/YDL128W/YPR170W-B/YKL080W/YPR156C/YEL027W/YEL013W/YGL124C/YJL145W/YER119C/YDR452W/YDR105C/YDR080W/YBR264C/YPL019C/YOR087W/YDR089W/YBR293W/YBR147W/YDL123W/YPR036W/YFL062W/YJL100W/YPL234C/YMR054W/YDR481C/YOR273C/YER123W/YDR135C/YGR163W/YNL336W/YCR023C/YMR243C/YMR221C/YNR013C/YLR360W/YDR107C/YNL217W/YIL088C/YAL022C/YCL038C/YJL097W/YJR001W/YIR007W/YNR061C/YIL047C/YAR028W/YHL035C/YMR266W/YOR316C/YCR044C/YLL051C/YPL265W/YNL234W/YDL054C/YKL175W/YEL017C-A/YML018C/YLR034C/YOL119C/YGR138C
