ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	comparison
transmembrane transport	transmembrane transport	55/313	479/5859	0.11482254697286	2.14934601506066	6.2356873651416	2.29516322322943e-08	5.17272411435333e-07	4.5269074626591e-07	YFR053C/YDR343C/YBL075C/YJR077C/YKL217W/YHR096C/YOR092W/YGL187C/YBR039W/YEL069C/YJR121W/YHR001W-A/YBL099W/YBL045C/YDR529C/YEL024W/YDR277C/YDR536W/YJL166W/YBL030C/YGL191W/YPL134C/YMR256C/YFR033C/YPL036W/YNL052W/YML081C-A/YFL011W/YBR298C/YCL040W/YPR191W/YGR243W/YLR038C/YKL016C/YLR395C/YHR051W/YBR021W/YPL078C/YOR065W/YDR322C-A/YGR183C/YAL005C/YPR020W/YKR016W/YNR072W/YBL042C/YBR296C/YDL067C/YNR002C/YDR342C/YKL221W/YPL147W/YNL318C/YOR348C/YPR192W	55	primary_UP_GO
organelle envelope lumen	organelle envelope lumen	21/313	97/5859	0.216494845360825	4.05253450149863	7.20139679812885	2.40728813504301e-08	5.3584450709661e-07	4.68944108437878e-07	YJR077C/YGL187C/YIL155C/YJR121W/YBL099W/YAL039C/YFR033C/YNL052W/YKL150W/YLR038C/YDL085W/YOR065W/YDL174C/YCR079W/YDR155C/YIL160C/YMR145C/YEL039C/YKL067W/YHR116W/YJR048W	21	primary_UP_GO
purine-containing compound metabolic process	purine-containing compound metabolic process	30/313	184/5859	0.16304347826087	3.05198638699819	6.71826876290062	2.68982062414944e-08	5.91432510407493e-07	5.1759192754814e-07	YFR053C/YJL116C/YBR039W/YIL155C/YJR121W/YBL099W/YGR256W/YDL004W/YML081C-A/YDR298C/YDR377W/YCL040W/YDR516C/YBR117C/YGR244C/YPL271W/YKL016C/YLR295C/YPL078C/YOL077W-A/YPL061W/YJL026W/YGR043C/YDR322C-A/YAL054C/YDR399W/YPR020W/YGL037C/YKL067W/YOR374W	30	primary_UP_GO
ribonucleotide metabolic process	ribonucleotide metabolic process	21/313	101/5859	0.207920792079208	3.8920380855977	6.96443331570734	5.1069617648504e-08	1.10937976650907e-06	9.70873263856785e-07	YFR053C/YJL116C/YBR039W/YJR121W/YBL099W/YDL004W/YML081C-A/YDR298C/YDR377W/YCL040W/YDR516C/YPL271W/YKL016C/YLR295C/YPL078C/YOL077W-A/YJL026W/YDR322C-A/YDR399W/YPR020W/YKL067W	21	primary_UP_GO
membrane protein complex	membrane protein complex	43/313	340/5859	0.126470588235294	2.36738395038527	6.17101581461901	6.27725094391921e-08	1.34736707760552e-06	1.17914776502944e-06	YDR119W-A/YKL148C/YGL187C/YLL041C/YBR039W/YJR121W/YHR001W-A/YMR118C/YBL099W/YBL045C/YDR178W/YDR529C/YEL024W/YJL166W/YBL030C/YGL191W/YKL141W/YMR256C/YFR033C/YDL004W/YNL052W/YML081C-A/YDR298C/YDR377W/YPR191W/YGR243W/YPL271W/YLR038C/YKL016C/YLR395C/YHR051W/YLR295C/YPL078C/YOL077W-A/YOR065W/YDR322C-A/YGR183C/YPR020W/YCL057C-A/YKR016W/YDL067C/YPL147W/YPL200W	43	primary_UP_GO
nucleotide metabolic process	nucleotide metabolic process	28/313	176/5859	0.159090909090909	2.97799883822248	6.32922387843701	1.37715566037166e-07	2.92119018311778e-06	2.55647843330913e-06	YFR053C/YJL116C/YBR039W/YIL155C/YJR121W/YBL099W/YGR256W/YDL004W/YML081C-A/YDR298C/YDR377W/YCL040W/YDR516C/YBR117C/YPL271W/YKL016C/YLR295C/YPL078C/YOL077W-A/YPL061W/YJL026W/YGR043C/YDR322C-A/YDR399W/YPR020W/YGL037C/YKL067W/YOR374W	28	primary_UP_GO
solute:monoatomic cation symporter activity	solute:monoatomic cation symporter activity	12/313	36/5859	0.333333333333333	6.23961661341853	7.49090493605193	1.72103058664093e-07	3.54133417792163e-06	3.09919720507022e-06	YDR343C/YKL217W/YHR096C/YEL069C/YDR536W/YFL011W/YBR298C/YBR021W/YNR072W/YBR296C/YDR342C/YNL318C	12	primary_UP_GO
symporter activity	symporter activity	12/313	36/5859	0.333333333333333	6.23961661341853	7.49090493605193	1.72103058664093e-07	3.54133417792163e-06	3.09919720507022e-06	YDR343C/YKL217W/YHR096C/YEL069C/YDR536W/YFL011W/YBR298C/YBR021W/YNR072W/YBR296C/YDR342C/YNL318C	12	primary_UP_GO
ribose phosphate metabolic process	ribose phosphate metabolic process	21/313	108/5859	0.194444444444444	3.63977635782748	6.57755137228258	1.7284382010932e-07	3.54133417792163e-06	3.09919720507022e-06	YFR053C/YJL116C/YBR039W/YJR121W/YBL099W/YDL004W/YML081C-A/YDR298C/YDR377W/YCL040W/YDR516C/YPL271W/YKL016C/YLR295C/YPL078C/YOL077W-A/YJL026W/YDR322C-A/YDR399W/YPR020W/YKL067W	21	primary_UP_GO
purine-containing compound biosynthetic process	purine-containing compound biosynthetic process	20/313	102/5859	0.196078431372549	3.67036271377561	6.46292544934516	2.96966920545026e-07	6.01608267126609e-06	5.2649723701596e-06	YJL116C/YBR039W/YJR121W/YBL099W/YDL004W/YML081C-A/YDR298C/YDR377W/YPL271W/YKL016C/YLR295C/YPL078C/YOL077W-A/YJL026W/YDR322C-A/YAL054C/YDR399W/YPR020W/YGL037C/YKL067W	20	primary_UP_GO
hexitol dehydrogenase activity	hexitol dehydrogenase activity	5/313	5/5859	1	18.7188498402556	9.41566700099571	4.22088419578824e-07	8.45583800556244e-06	7.40012328594921e-06	YEL070W/YNR073C/YJR159W/YDL246C/YLR070C	5	primary_UP_GO
tricarboxylic acid cycle	tricarboxylic acid cycle	10/313	28/5859	0.357142857142857	6.685303514377	7.16338131189869	9.10537882807496e-07	1.80406571725485e-05	1.57882739887616e-05	YKL148C/YLL041C/YMR118C/YDR178W/YKL085W/YKL141W/YGR244C/YDR148C/YIL125W/YFR049W	10	primary_UP_GO
alditol metabolic process	alditol metabolic process	8/313	17/5859	0.470588235294118	8.80887051306145	7.65929550745332	9.66889493691334e-07	1.89489321426682e-05	1.65831504696031e-05	YEL070W/YNR073C/YIL155C/YHL032C/YJR159W/YDL246C/YPL201C/YFL053W	8	primary_UP_GO
carbohydrate transmembrane transport	carbohydrate transmembrane transport	12/313	42/5859	0.285714285714286	5.3482428115016	6.71809004856512	1.13680986644136e-06	2.20394428945568e-05	1.9287809731699e-05	YFR053C/YDR343C/YHR096C/YEL069C/YDR277C/YDR536W/YFL011W/YBR298C/YCL040W/YNR072W/YDR342C/YNL318C	12	primary_UP_GO
carbohydrate catabolic process	carbohydrate catabolic process	18/313	92/5859	0.195652173913043	3.66238366439783	6.11429653669399	1.22167043276344e-06	2.343267861992e-05	2.05070994256707e-05	YFR053C/YGR292W/YNR071C/YIL155C/YHL032C/YCL040W/YDR516C/YPR184W/YFR017C/YIL024C/YJR159W/YBR299W/YMR105C/YDL246C/YOL157C/YIL162W/YLR070C/YFL053W	18	primary_UP_GO
hexose transmembrane transport	hexose transmembrane transport	10/313	29/5859	0.344827586206897	6.45477580698469	6.9951744077546	1.3246524104161e-06	2.48786280831275e-05	2.17725215264665e-05	YFR053C/YDR343C/YHR096C/YEL069C/YDR277C/YFL011W/YCL040W/YNR072W/YDR342C/YNL318C	10	primary_UP_GO
monosaccharide transmembrane transport	monosaccharide transmembrane transport	10/313	29/5859	0.344827586206897	6.45477580698469	6.9951744077546	1.3246524104161e-06	2.48786280831275e-05	2.17725215264665e-05	YFR053C/YDR343C/YHR096C/YEL069C/YDR277C/YFL011W/YCL040W/YNR072W/YDR342C/YNL318C	10	primary_UP_GO
carbohydrate transport	carbohydrate transport	12/313	43/5859	0.27906976744186	5.22386507169923	6.6037250858186	1.50231698272033e-06	2.79245105138635e-05	2.4438124330958e-05	YFR053C/YDR343C/YHR096C/YEL069C/YDR277C/YDR536W/YFL011W/YBR298C/YCL040W/YNR072W/YDR342C/YNL318C	12	primary_UP_GO
cell wall	cell wall	22/313	134/5859	0.164179104477612	3.07324400362405	5.76729267744594	1.855948231899e-06	3.41456598174888e-05	2.98825606833148e-05	YJL116C/YKL163W/YDR077W/YKL096W-A/YGR282C/YER150W/YAL005C/YKL096W/YFL020C/YPL130W/YEL049W/YDR218C/YOL161C/YLR037C/YOR214C/YGR059W/YLL025W/YOR394W/YMR325W/YBR301W/YGR294W/YOR255W	22	primary_UP_GO
carbohydrate:monoatomic cation symporter activity	carbohydrate:monoatomic cation symporter activity	9/313	24/5859	0.375	7.01956869009585	7.01952112065695	2.0275164153168e-06	3.65561209681619e-05	3.19920748058935e-05	YDR343C/YHR096C/YEL069C/YDR536W/YFL011W/YBR298C/YNR072W/YDR342C/YNL318C	9	primary_UP_GO
carbohydrate:proton symporter activity	carbohydrate:proton symporter activity	9/313	24/5859	0.375	7.01956869009585	7.01952112065695	2.0275164153168e-06	3.65561209681619e-05	3.19920748058935e-05	YDR343C/YHR096C/YEL069C/YDR536W/YFL011W/YBR298C/YNR072W/YDR342C/YNL318C	9	primary_UP_GO
external encapsulating structure	external encapsulating structure	22/313	135/5859	0.162962962962963	3.05047923322684	5.72571025006856	2.11107211922337e-06	3.76857725837597e-05	3.2980688970462e-05	YJL116C/YKL163W/YDR077W/YKL096W-A/YGR282C/YER150W/YAL005C/YKL096W/YFL020C/YPL130W/YEL049W/YDR218C/YOL161C/YLR037C/YOR214C/YGR059W/YLL025W/YOR394W/YMR325W/YBR301W/YGR294W/YOR255W	22	primary_UP_GO
nucleotide biosynthetic process	nucleotide biosynthetic process	19/313	105/5859	0.180952380952381	3.38722044728435	5.86353019918177	2.13881766635714e-06	3.78067475729601e-05	3.30865601844103e-05	YJL116C/YBR039W/YJR121W/YBL099W/YDL004W/YML081C-A/YDR298C/YDR377W/YPL271W/YKL016C/YLR295C/YPL078C/YOL077W-A/YJL026W/YDR322C-A/YDR399W/YPR020W/YGL037C/YKL067W	19	primary_UP_GO
nucleoside phosphate metabolic process	nucleoside phosphate metabolic process	31/313	242/5859	0.128099173553719	2.39786919441291	5.27568582903555	3.87870146592311e-06	6.78961043015473e-05	5.94192488239013e-05	YFR053C/YJL116C/YBR039W/YIL155C/YJR121W/YBL099W/YGR256W/YDL004W/YML081C-A/YDR298C/YDR377W/YCL040W/YDR516C/YBR117C/YGR244C/YPL271W/YKL016C/YLR295C/YPL078C/YOL077W-A/YPL061W/YJL026W/YGR043C/YDR322C-A/YAL054C/YDR399W/YMR105C/YPR020W/YGL037C/YKL067W/YOR374W	31	primary_UP_GO
solute:proton symporter activity	solute:proton symporter activity	10/313	33/5859	0.303030303030303	5.67237873947139	6.39391250039505	5.05307521827259e-06	8.73634824657133e-05	7.64561171241523e-05	YDR343C/YKL217W/YHR096C/YEL069C/YDR536W/YFL011W/YBR298C/YNR072W/YDR342C/YNL318C	10	primary_UP_GO
secondary active transmembrane transporter activity	secondary active transmembrane transporter activity	15/313	73/5859	0.205479452054795	3.8463390082717	5.81320662669852	5.08772360449246e-06	8.73634824657133e-05	7.64561171241523e-05	YDR343C/YJR077C/YKL217W/YHR096C/YEL069C/YDR536W/YBL030C/YPL134C/YFL011W/YBR298C/YBR021W/YNR072W/YBR296C/YDR342C/YNL318C	15	primary_UP_GO
fungal-type cell wall	fungal-type cell wall	21/313	132/5859	0.159090909090909	2.97799883822248	5.46017203129176	5.37224793886278e-06	9.13788965449961e-05	7.99702051673814e-05	YJL116C/YKL163W/YDR077W/YKL096W-A/YGR282C/YER150W/YAL005C/YKL096W/YFL020C/YPL130W/YEL049W/YDR218C/YOL161C/YLR037C/YOR214C/YGR059W/YLL025W/YOR394W/YMR325W/YBR301W/YGR294W	21	primary_UP_GO
respiratory chain complex II (succinate dehydrogenase)	respiratory chain complex II (succinate dehydrogenase)	5/313	7/5859	0.714285714285714	13.370607028754	7.77937652800097	8.10406355224984e-06	0.000136557257800995	0.000119508030150738	YKL148C/YLL041C/YMR118C/YDR178W/YKL141W	5	primary_UP_GO
carbohydrate transmembrane transporter activity	carbohydrate transmembrane transporter activity	9/313	28/5859	0.321428571428571	6.0167731629393	6.32104495926323	8.85363594361602e-06	0.000147806533392034	0.000129352829234702	YDR343C/YHR096C/YEL069C/YDR536W/YFL011W/YBR298C/YNR072W/YDR342C/YNL318C	9	primary_UP_GO
nucleobase-containing small molecule metabolic process	nucleobase-containing small molecule metabolic process	31/313	254/5859	0.122047244094488	2.28458403562175	4.97219886527677	1.06596424560047e-05	0.000176324177506207	0.000154310034201363	YFR053C/YJL116C/YBR039W/YIL155C/YJR121W/YBL099W/YGR256W/YDL004W/YML081C-A/YDR298C/YDR377W/YCL040W/YDR516C/YBR117C/YGR244C/YPL271W/YKL016C/YLR295C/YPL078C/YOL077W-A/YPL061W/YJL026W/YGR043C/YDR322C-A/YAL054C/YDR399W/YMR105C/YPR020W/YGL037C/YKL067W/YOR374W	31	primary_UP_GO
small molecule metabolic process	small molecule metabolic process	64/313	714/5859	0.0896358543417367	1.67788009772599	4.59162296728535	1.31129236161285e-05	0.000214932738907997	0.000188098301440924	YEL070W/YNR073C/YFR053C/YKR097W/YHR033W/YNR071C/YJL116C/YBR039W/YIL155C/YJR121W/YAL062W/YBL099W/YKL085W/YGR256W/YDL004W/YML081C-A/YHL032C/YDR298C/YKL150W/YDR377W/YCL040W/YDR516C/YBL015W/YBR117C/YGR244C/YPL271W/YKL016C/YLR295C/YPL078C/YOL077W-A/YDL085W/YMR110C/YDL174C/YGR087C/YPL061W/YJL026W/YGR043C/YDR148C/YDR322C-A/YMR280C/YIL125W/YAL054C/YBR105C/YDR216W/YIL160C/YDR399W/YJR159W/YMR105C/YNL135C/YPR020W/YMR145C/YGL037C/YDL246C/YFR049W/YPL201C/YKL067W/YHR043C/YPL147W/YOR374W/YLR070C/YNL117W/YFL053W/YMR101C/YMR015C	64	primary_UP_GO
fructose transmembrane transport	fructose transmembrane transport	7/313	17/5859	0.411764705882353	7.70776169892877	6.57927788144748	1.42013805273719e-05	0.00023067647829596	0.000201876428739028	YFR053C/YDR343C/YHR096C/YEL069C/YFL011W/YNR072W/YDR342C	7	primary_UP_GO
mitochondrial respirasome assembly	mitochondrial respirasome assembly	13/313	63/5859	0.206349206349206	3.86261980830671	5.42658585269736	2.08694277651602e-05	0.000335960520183785	0.00029401571635315	YGL187C/YDR529C/YGL191W/YML081C-A/YGR174C/YLR038C/YLR295C/YGR183C/YJL062W-A/YER182W/YBR269C/YPL189C-A/YHR116W	13	primary_UP_GO
hexose transmembrane transporter activity	hexose transmembrane transporter activity	7/313	18/5859	0.388888888888889	7.27955271565495	6.33838010668931	2.21821933955863e-05	0.000347778214715148	0.000304357967047907	YDR343C/YHR096C/YEL069C/YFL011W/YNR072W/YDR342C/YNL318C	7	primary_UP_GO
monosaccharide transmembrane transporter activity	monosaccharide transmembrane transporter activity	7/313	18/5859	0.388888888888889	7.27955271565495	6.33838010668931	2.21821933955863e-05	0.000347778214715148	0.000304357967047907	YDR343C/YHR096C/YEL069C/YFL011W/YNR072W/YDR342C/YNL318C	7	primary_UP_GO
sugar transmembrane transporter activity	sugar transmembrane transporter activity	7/313	18/5859	0.388888888888889	7.27955271565495	6.33838010668931	2.21821933955863e-05	0.000347778214715148	0.000304357967047907	YDR343C/YHR096C/YEL069C/YFL011W/YNR072W/YDR342C/YNL318C	7	primary_UP_GO
NADH dehydrogenase activity	NADH dehydrogenase activity	4/313	5/5859	0.8	14.9750798722045	7.42625506594941	3.83007676264422e-05	0.000595312793366166	0.000520987755644618	YKL150W/YML120C/YDL085W/YMR145C	4	primary_UP_GO
alditol catabolic process	alditol catabolic process	5/313	9/5859	0.555555555555556	10.3993610223642	6.70345305550671	4.44659953959972e-05	0.000679425336432059	0.000594598814438892	YIL155C/YHL032C/YJR159W/YDL246C/YFL053W	5	primary_UP_GO
mitochondrial electron transport, succinate to ubiquinone	mitochondrial electron transport, succinate to ubiquinone	5/313	9/5859	0.555555555555556	10.3993610223642	6.70345305550671	4.44659953959972e-05	0.000679425336432059	0.000594598814438892	YKL148C/YLL041C/YMR118C/YDR178W/YKL141W	5	primary_UP_GO
fructose transmembrane transporter activity	fructose transmembrane transporter activity	6/313	14/5859	0.428571428571429	8.0223642172524	6.24902166661453	4.62084458092165e-05	0.000694281898283478	0.000607600528666803	YDR343C/YHR096C/YEL069C/YFL011W/YNR072W/YDR342C	6	primary_UP_GO
mannose transmembrane transporter activity	mannose transmembrane transporter activity	6/313	14/5859	0.428571428571429	8.0223642172524	6.24902166661453	4.62084458092165e-05	0.000694281898283478	0.000607600528666803	YDR343C/YHR096C/YEL069C/YFL011W/YNR072W/YDR342C	6	primary_UP_GO
fungal-type cell wall organization	fungal-type cell wall organization	25/313	200/5859	0.125	2.33985623003195	4.57994508447361	5.29642550037213e-05	0.000789211171667021	0.000690677844720124	YDL049C/YPR030W/YJL116C/YDL222C/YKL163W/YDR077W/YKL096W-A/YGR282C/YHR139C/YER150W/YOL109W/YKL096W/YFL020C/YEL049W/YOL161C/YNL194C/YLR037C/YLL025W/YOR394W/YMR325W/YHR185C/YBR301W/YGR294W/YOR255W/YLR308W	25	primary_UP_GO
organic hydroxy compound catabolic process	organic hydroxy compound catabolic process	8/313	27/5859	0.296296296296296	5.54632587859425	5.62458658609202	5.51198568849275e-05	0.00081459919642233	0.000712896164542763	YIL155C/YHL032C/YDL174C/YPL061W/YAL054C/YJR159W/YDL246C/YFL053W	8	primary_UP_GO
nucleoside phosphate biosynthetic process	nucleoside phosphate biosynthetic process	20/313	142/5859	0.140845070422535	2.63645772397966	4.68944866671733	5.63519672914263e-05	0.000826037374198712	0.000722906281299512	YJL116C/YBR039W/YJR121W/YBL099W/YDL004W/YML081C-A/YDR298C/YDR377W/YPL271W/YKL016C/YLR295C/YPL078C/YOL077W-A/YJL026W/YDR322C-A/YAL054C/YDR399W/YPR020W/YGL037C/YKL067W	20	primary_UP_GO
glucose 6-phosphate metabolic process	glucose 6-phosphate metabolic process	7/313	21/5859	0.333333333333333	6.23961661341853	5.71391837895136	7.05054567905981e-05	0.00102517208543103	0.000897178945068816	YFR053C/YGR256W/YCL040W/YDR516C/YBR117C/YGR043C/YMR105C	7	primary_UP_GO
D-glucose transmembrane transporter activity	D-glucose transmembrane transporter activity	6/313	15/5859	0.4	7.48753993610224	5.97623256945955	7.35755953911346e-05	0.00105283173404933	0.000921385275616631	YDR343C/YHR096C/YEL069C/YFL011W/YNR072W/YDR342C	6	primary_UP_GO
mannose transmembrane transport	mannose transmembrane transport	6/313	15/5859	0.4	7.48753993610224	5.97623256945955	7.35755953911346e-05	0.00105283173404933	0.000921385275616631	YDR343C/YHR096C/YEL069C/YFL011W/YNR072W/YDR342C	6	primary_UP_GO
cell wall organization	cell wall organization	25/313	206/5859	0.121359223300971	2.27170507770092	4.41405197506859	8.66126420554637e-05	0.00122002026270313	0.00106770025033832	YDL049C/YPR030W/YJL116C/YDL222C/YKL163W/YDR077W/YKL096W-A/YGR282C/YHR139C/YER150W/YOL109W/YKL096W/YFL020C/YEL049W/YOL161C/YNL194C/YLR037C/YLL025W/YOR394W/YMR325W/YHR185C/YBR301W/YGR294W/YOR255W/YLR308W	25	primary_UP_GO
external encapsulating structure organization	external encapsulating structure organization	25/313	206/5859	0.121359223300971	2.27170507770092	4.41405197506859	8.66126420554637e-05	0.00122002026270313	0.00106770025033832	YDL049C/YPR030W/YJL116C/YDL222C/YKL163W/YDR077W/YKL096W-A/YGR282C/YHR139C/YER150W/YOL109W/YKL096W/YFL020C/YEL049W/YOL161C/YNL194C/YLR037C/YLL025W/YOR394W/YMR325W/YHR185C/YBR301W/YGR294W/YOR255W/YLR308W	25	primary_UP_GO
oxidoreductase activity, acting on the CH-CH group of donors, quinone or related compound as acceptor	oxidoreductase activity, acting on the CH-CH group of donors, quinone or related compound as acceptor	4/313	6/5859	0.666666666666667	12.4792332268371	6.68276458804589	0.000110059317746721	0.00152643807613337	0.00133586167856142	YKL148C/YLL041C/YDR178W/YKL141W	4	primary_UP_GO
succinate dehydrogenase (quinone) activity	succinate dehydrogenase (quinone) activity	4/313	6/5859	0.666666666666667	12.4792332268371	6.68276458804589	0.000110059317746721	0.00152643807613337	0.00133586167856142	YKL148C/YLL041C/YDR178W/YKL141W	4	primary_UP_GO
alcohol catabolic process	alcohol catabolic process	7/313	23/5859	0.304347826086957	5.69704125572996	5.36151556321771	0.000135481591095762	0.00186468174615006	0.00163187549258776	YIL155C/YHL032C/YPL061W/YAL054C/YJR159W/YDL246C/YFL053W	7	primary_UP_GO
hexose metabolic process	hexose metabolic process	14/313	85/5859	0.164705882352941	3.08310467957151	4.59556684407808	0.000139119208391272	0.00190024191461714	0.00166299595995627	YFR053C/YKR097W/YNR071C/YCL040W/YDR516C/YDL085W/YMR280C/YBR105C/YJR159W/YMR105C/YMR145C/YDL246C/YHR043C/YLR070C	14	primary_UP_GO
cristae formation	cristae formation	5/313	11/5859	0.454545454545455	8.50856810920709	5.92115875038511	0.000149131458172327	0.00202168435402035	0.00176927626276469	YLR295C/YDR322C-A/YPR020W/YCL057C-A/YKR016W	5	primary_UP_GO
ligase activity	ligase activity	17/313	118/5859	0.144067796610169	2.69678345156225	4.42313882080414	0.000153673861523317	0.00206771621139209	0.00180956102453615	YBR039W/YJR121W/YBL099W/YDL004W/YML081C-A/YDR298C/YDR377W/YGR244C/YPL271W/YKL016C/YLR295C/YPL078C/YOL077W-A/YOR215C/YDR322C-A/YAL054C/YPR020W	17	primary_UP_GO
cytochrome complex assembly	cytochrome complex assembly	10/313	49/5859	0.204081632653061	3.82017343678686	4.70915202881064	0.000208882666205016	0.00278974405309366	0.00244144340461068	YGL187C/YDR529C/YAL039C/YGR174C/YLR038C/YGR183C/YJL062W-A/YER182W/YPL189C-A/YHR116W	10	primary_UP_GO
ethanol metabolic process	ethanol metabolic process	6/313	18/5859	0.333333333333333	6.23961661341853	5.28870179342176	0.00023801508863451	0.00312350268296372	0.00273353213752671	YDL085W/YGR087C/YPL061W/YAL054C/YMR145C/YOR374W	6	primary_UP_GO
polyol catabolic process	polyol catabolic process	5/313	12/5859	0.416666666666667	7.79952076677316	5.60091910914162	0.000244525405510299	0.00312350268296372	0.00273353213752671	YIL155C/YHL032C/YJR159W/YDL246C/YFL053W	5	primary_UP_GO
acetate metabolic process	acetate metabolic process	4/313	7/5859	0.571428571428571	10.6964856230032	6.09772927750076	0.000245999656672684	0.00312350268296372	0.00273353213752671	YBL015W/YPL061W/YAL054C/YOR374W	4	primary_UP_GO
beta-fructofuranosidase activity	beta-fructofuranosidase activity	4/313	7/5859	0.571428571428571	10.6964856230032	6.09772927750076	0.000245999656672684	0.00312350268296372	0.00273353213752671	YGR292W/YBR299W/YOL157C/YIL162W	4	primary_UP_GO
sucrose alpha-glucosidase activity	sucrose alpha-glucosidase activity	4/313	7/5859	0.571428571428571	10.6964856230032	6.09772927750076	0.000245999656672684	0.00312350268296372	0.00273353213752671	YGR292W/YBR299W/YOL157C/YIL162W	4	primary_UP_GO
sucrose catabolic process	sucrose catabolic process	4/313	7/5859	0.571428571428571	10.6964856230032	6.09772927750076	0.000245999656672684	0.00312350268296372	0.00273353213752671	YGR292W/YBR299W/YOL157C/YIL162W	4	primary_UP_GO
sucrose metabolic process	sucrose metabolic process	4/313	7/5859	0.571428571428571	10.6964856230032	6.09772927750076	0.000245999656672684	0.00312350268296372	0.00273353213752671	YGR292W/YBR299W/YOL157C/YIL162W	4	primary_UP_GO
energy reserve metabolic process	energy reserve metabolic process	9/313	42/5859	0.214285714285714	4.0111821086262	4.65231437970068	0.000294335839602011	0.00371110153008689	0.00324776903616794	YOR178C/YER054C/YPR184W/YFR017C/YIL057C/YIL024C/YEL011W/YMR105C/YER067W	9	primary_UP_GO
fungal-type cell wall organization or biogenesis	fungal-type cell wall organization or biogenesis	25/313	224/5859	0.111607142857143	2.08915734824281	3.94843137909759	0.000329774984879723	0.00412905762318153	0.00361354314572153	YDL049C/YPR030W/YJL116C/YDL222C/YKL163W/YDR077W/YKL096W-A/YGR282C/YHR139C/YER150W/YOL109W/YKL096W/YFL020C/YEL049W/YOL161C/YNL194C/YLR037C/YLL025W/YOR394W/YMR325W/YHR185C/YBR301W/YGR294W/YOR255W/YLR308W	25	primary_UP_GO
monosaccharide metabolic process	monosaccharide metabolic process	14/313	93/5859	0.150537634408602	2.81789137380192	4.19787018112945	0.000368570800077037	0.00458298725888895	0.00401079948686373	YFR053C/YKR097W/YNR071C/YCL040W/YDR516C/YDL085W/YMR280C/YBR105C/YJR159W/YMR105C/YMR145C/YDL246C/YHR043C/YLR070C	14	primary_UP_GO
