ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	comparison
negative regulation of molecular function	negative regulation of molecular function	3/313	7/5859	0.428571428571429	8.0223642172524	4.41608202700055	0.00449972634269386	0.0407568854737817	0.0356683722014179	YDL181W/YDL130W-A/YCR021C	3	primary_UP_GO
ascospore formation	ascospore formation	14/313	120/5859	0.116666666666667	2.18386581469649	3.1126616185152	0.0045210078173912	0.0407568854737817	0.0356683722014179	YDL222C/YDR516C/YHR139C/YIL024C/YDR155C/YKL096W/YPL130W/YDR218C/YNL194C/YGR059W/YHR185C/YPR192W/YOR255W/YLR308W	14	primary_UP_GO
cellular developmental process	cellular developmental process	15/313	133/5859	0.112781954887218	2.11114847822431	3.07913807687826	0.00461807208974595	0.0414247959095122	0.0362528937550625	YDL222C/YDR516C/YHR139C/YIL024C/YDR155C/YDL079C/YKL096W/YPL130W/YDR218C/YNL194C/YGR059W/YHR185C/YPR192W/YOR255W/YLR308W	15	primary_UP_GO
glycogen metabolic process	glycogen metabolic process	7/313	40/5859	0.175	3.27579872204473	3.43080935878935	0.00471108637246026	0.0420499442056725	0.0367999920391763	YOR178C/YER054C/YPR184W/YFR017C/YIL024C/YEL011W/YMR105C	7	primary_UP_GO
carbohydrate derivative biosynthetic process	carbohydrate derivative biosynthetic process	21/313	214/5859	0.0981308411214953	1.83689647965125	2.96280844864631	0.00480747868589329	0.0426989363086976	0.0373679572214366	YJL116C/YBR039W/YJR121W/YBL099W/YDL004W/YPL057C/YML081C-A/YHL032C/YDR298C/YDR377W/YPL271W/YKL016C/YLR295C/YPL078C/YOL077W-A/YJL026W/YDR322C-A/YDR399W/YPR020W/YKL067W/YMR101C	21	primary_UP_GO
cell development	cell development	14/313	121/5859	0.115702479338843	2.16581733688908	3.07822132460182	0.00487261611969439	0.0430653277637696	0.0376886045584205	YDL222C/YDR516C/YHR139C/YIL024C/YDR155C/YKL096W/YPL130W/YDR218C/YNL194C/YGR059W/YHR185C/YPR192W/YOR255W/YLR308W	14	primary_UP_GO
alpha-amino acid metabolic process	alpha-amino acid metabolic process	54/291	159/5859	0.339622641509434	6.83796926667963	17.0606079689781	4.02823776420242e-32	6.70701587739703e-29	5.65225362071771e-29	YLR134W/YNL277W/YER091C/YIL074C/YGL184C/YHR018C/YAL012W/YLR180W/YJL088W/YDR019C/YOL058W/YMR062C/YER069W/YIR034C/YMR189W/YER052C/YOR184W/YKL211C/YOL064C/YER055C/YGR155W/YLR058C/YJL060W/YNL104C/YGL009C/YLR303W/YJR109C/YDR354W/YHR112C/YGL125W/YOR303W/YOR130C/YDR158W/YMR096W/YOL140W/YDR502C/YHR208W/YDL131W/YIL116W/YGL026C/YPR145W/YDL066W/YCL030C/YJL071W/YGL202W/YMR095C/YFR025C/YBR248C/YJR130C/YAL044C/YBR145W/YJR139C/YDL182W/YOR202W	54	primary_DOWN_GO
amino acid biosynthetic process	amino acid biosynthetic process	47/291	119/5859	0.394957983193277	7.95209217707702	17.5147773589737	2.06830933066892e-31	1.72186751778188e-28	1.45108228304299e-28	YNL277W/YER091C/YIL074C/YGL184C/YHR018C/YAL012W/YLR180W/YJL088W/YOL058W/YMR062C/YER069W/YIR034C/YER052C/YOR184W/YKL211C/YOL064C/YER055C/YGR155W/YLR058C/YNL104C/YGL009C/YLR303W/YDR253C/YJR109C/YDR354W/YGL125W/YOR303W/YIR017C/YOR130C/YDR158W/YOL140W/YDR502C/YHR208W/YDL131W/YIL116W/YGL026C/YPR145W/YNL311C/YDL066W/YCL030C/YJL071W/YGL202W/YFR025C/YBR248C/YJR139C/YDL182W/YOR202W	47	primary_DOWN_GO
L-amino acid metabolic process	L-amino acid metabolic process	51/291	147/5859	0.346938775510204	6.98527245949926	16.8004168626062	7.64433013148473e-31	3.18195241723052e-28	2.68155054349188e-28	YLR134W/YNL277W/YER091C/YIL074C/YGL184C/YHR018C/YAL012W/YLR180W/YJL088W/YDR019C/YOL058W/YMR062C/YER069W/YIR034C/YMR189W/YER052C/YOR184W/YKL211C/YOL064C/YER055C/YGR155W/YLR058C/YNL104C/YGL009C/YLR303W/YJR109C/YHR112C/YGL125W/YOR303W/YOR130C/YDR158W/YMR096W/YOL140W/YDR502C/YHR208W/YDL131W/YIL116W/YPR145W/YDL066W/YCL030C/YJL071W/YGL202W/YMR095C/YFR025C/YBR248C/YJR130C/YAL044C/YBR145W/YJR139C/YDL182W/YOR202W	51	primary_DOWN_GO
proteinogenic amino acid metabolic process	proteinogenic amino acid metabolic process	51/291	147/5859	0.346938775510204	6.98527245949926	16.8004168626062	7.64433013148473e-31	3.18195241723052e-28	2.68155054349188e-28	YLR134W/YNL277W/YER091C/YIL074C/YGL184C/YHR018C/YAL012W/YLR180W/YJL088W/YDR019C/YOL058W/YMR062C/YER069W/YIR034C/YMR189W/YER052C/YOR184W/YKL211C/YOL064C/YER055C/YGR155W/YLR058C/YNL104C/YGL009C/YLR303W/YJR109C/YHR112C/YGL125W/YOR303W/YOR130C/YDR158W/YMR096W/YOL140W/YDR502C/YHR208W/YDL131W/YIL116W/YPR145W/YDL066W/YCL030C/YJL071W/YGL202W/YMR095C/YFR025C/YBR248C/YJR130C/YAL044C/YBR145W/YJR139C/YDL182W/YOR202W	51	primary_DOWN_GO
carboxylic acid biosynthetic process	carboxylic acid biosynthetic process	55/291	181/5859	0.303867403314917	6.11807256364983	15.9889372168989	7.15107340919166e-30	1.98442287105069e-27	1.672347518325e-27	YJR010W/YKL001C/YJR137C/YFR030W/YPR167C/YNL277W/YER091C/YIL074C/YGL184C/YHR018C/YAL012W/YLR180W/YJL088W/YOL058W/YMR062C/YER069W/YIR034C/YER052C/YOR184W/YKL211C/YEL071W/YOL064C/YER055C/YGR155W/YLR058C/YJL060W/YNL104C/YGL009C/YLR303W/YJR109C/YDR354W/YGL125W/YOR303W/YOR130C/YDR158W/YOL140W/YDR502C/YGR267C/YHR208W/YDL131W/YIL116W/YGL026C/YPR145W/YDL066W/YCL030C/YJL071W/YGL202W/YFR025C/YBR248C/YJR130C/YER073W/YHR063C/YJR139C/YDL182W/YOR202W	55	primary_DOWN_GO
organic acid biosynthetic process	organic acid biosynthetic process	55/291	181/5859	0.303867403314917	6.11807256364983	15.9889372168989	7.15107340919166e-30	1.98442287105069e-27	1.672347518325e-27	YJR010W/YKL001C/YJR137C/YFR030W/YPR167C/YNL277W/YER091C/YIL074C/YGL184C/YHR018C/YAL012W/YLR180W/YJL088W/YOL058W/YMR062C/YER069W/YIR034C/YER052C/YOR184W/YKL211C/YEL071W/YOL064C/YER055C/YGR155W/YLR058C/YJL060W/YNL104C/YGL009C/YLR303W/YJR109C/YDR354W/YGL125W/YOR303W/YOR130C/YDR158W/YOL140W/YDR502C/YGR267C/YHR208W/YDL131W/YIL116W/YGL026C/YPR145W/YDL066W/YCL030C/YJL071W/YGL202W/YFR025C/YBR248C/YJR130C/YER073W/YHR063C/YJR139C/YDL182W/YOR202W	55	primary_DOWN_GO
alpha-amino acid biosynthetic process	alpha-amino acid biosynthetic process	44/291	110/5859	0.4	8.05360824742268	17.07194837158	1.06667105748667e-29	2.53715330102185e-27	2.13815416485673e-27	YNL277W/YER091C/YIL074C/YGL184C/YHR018C/YAL012W/YLR180W/YJL088W/YOL058W/YMR062C/YER069W/YIR034C/YER052C/YOR184W/YKL211C/YOL064C/YER055C/YGR155W/YLR058C/YNL104C/YGL009C/YLR303W/YJR109C/YDR354W/YGL125W/YOR303W/YOR130C/YDR158W/YOL140W/YDR502C/YHR208W/YDL131W/YIL116W/YGL026C/YPR145W/YDL066W/YCL030C/YJL071W/YGL202W/YFR025C/YBR248C/YJR139C/YDL182W/YOR202W	44	primary_DOWN_GO
L-amino acid biosynthetic process	L-amino acid biosynthetic process	41/291	105/5859	0.39047619047619	7.86185567010309	16.2189548430182	3.34585014846702e-27	6.18982277466398e-25	5.21639561158659e-25	YNL277W/YER091C/YIL074C/YGL184C/YHR018C/YAL012W/YLR180W/YJL088W/YOL058W/YMR062C/YER069W/YIR034C/YER052C/YOR184W/YOL064C/YER055C/YGR155W/YLR058C/YNL104C/YGL009C/YLR303W/YJR109C/YGL125W/YOR303W/YOR130C/YDR158W/YOL140W/YDR502C/YHR208W/YDL131W/YIL116W/YPR145W/YDL066W/YCL030C/YJL071W/YGL202W/YFR025C/YBR248C/YJR139C/YDL182W/YOR202W	41	primary_DOWN_GO
proteinogenic amino acid biosynthetic process	proteinogenic amino acid biosynthetic process	41/291	105/5859	0.39047619047619	7.86185567010309	16.2189548430182	3.34585014846702e-27	6.18982277466398e-25	5.21639561158659e-25	YNL277W/YER091C/YIL074C/YGL184C/YHR018C/YAL012W/YLR180W/YJL088W/YOL058W/YMR062C/YER069W/YIR034C/YER052C/YOR184W/YOL064C/YER055C/YGR155W/YLR058C/YNL104C/YGL009C/YLR303W/YJR109C/YGL125W/YOR303W/YOR130C/YDR158W/YOL140W/YDR502C/YHR208W/YDL131W/YIL116W/YPR145W/YDL066W/YCL030C/YJL071W/YGL202W/YFR025C/YBR248C/YJR139C/YDL182W/YOR202W	41	primary_DOWN_GO
amino acid metabolic process	amino acid metabolic process	57/291	222/5859	0.256756756756757	5.16954583449429	14.4781405036614	1.02916119827282e-26	1.71355339512424e-24	1.44407566031333e-24	YLR134W/YNL277W/YER091C/YIL074C/YGL184C/YHR018C/YAL012W/YLR180W/YJL088W/YDR019C/YOL058W/YMR062C/YER069W/YIR034C/YMR189W/YER052C/YOR184W/YKL211C/YOL064C/YER055C/YGR155W/YLR058C/YJL060W/YNL104C/YGL009C/YLR303W/YDR253C/YJR109C/YDR354W/YHR112C/YGL125W/YOR303W/YIR017C/YOR130C/YDR158W/YMR096W/YOL140W/YDR502C/YHR208W/YDL131W/YIL116W/YGL026C/YPR145W/YNL311C/YDL066W/YCL030C/YJL071W/YGL202W/YMR095C/YFR025C/YBR248C/YJR130C/YAL044C/YBR145W/YJR139C/YDL182W/YOR202W	57	primary_DOWN_GO
small molecule biosynthetic process	small molecule biosynthetic process	70/291	343/5859	0.204081632653061	4.10898379970545	13.565161079601	2.65366943047151e-26	4.01669054703187e-24	3.38501564671629e-24	YGR144W/YJR010W/YLR134W/YKL001C/YJR137C/YFR030W/YPR167C/YNL277W/YER091C/YPR121W/YIL074C/YGL184C/YHR018C/YAL012W/YLR180W/YJL088W/YOL058W/YMR062C/YER069W/YIR034C/YER052C/YOR184W/YKL211C/YEL071W/YOL064C/YOR047C/YER055C/YGR155W/YLR058C/YJL060W/YNL104C/YGL009C/YLR303W/YJR109C/YDR354W/YGL125W/YOR303W/YOR130C/YDR158W/YBR256C/YBR240C/YMR096W/YOL140W/YDR502C/YGR267C/YHR208W/YDL131W/YIL116W/YGL026C/YPL214C/YPR145W/YDL066W/YCL030C/YJL071W/YGL202W/YOL055C/YOL143C/YEL029C/YMR095C/YFR025C/YBR248C/YJR130C/YER073W/YHR063C/YOR143C/YJR139C/YDL182W/YJL089W/YPL258C/YOR202W	70	primary_DOWN_GO
DNA integration	DNA integration	26/291	42/5859	0.619047619047619	12.4639175257732	17.044322034564	3.40741077461543e-24	4.72778244977891e-22	3.98427944084418e-22	YDR261C-D/YNL284C-B/YMR045C/YLR227W-B/YJR029W/YJR027W/YDR210C-D/YDR098C-B/YPR158C-D/YGR027W-B/YNL054W-B/YER160C/YDR365W-B/YFL002W-A/YER138C/YBR012W-B/YOR192C-B/YDR261W-B/YBL100W-B/YPR137C-B/YML045W/YAR009C/YGR161C-D/YPR158W-B/YBL005W-B/YMR050C	26	primary_DOWN_GO
RNA-directed DNA polymerase activity	RNA-directed DNA polymerase activity	26/291	43/5859	0.604651162790698	12.1740589786622	16.8114259909195	8.24108005277818e-24	1.05549217599044e-21	8.89502810554924e-22	YDR261C-D/YNL284C-B/YMR045C/YLR227W-B/YJR029W/YJR027W/YDR210C-D/YDR098C-B/YPR158C-D/YGR027W-B/YNL054W-B/YER160C/YDR365W-B/YFL002W-A/YER138C/YBR012W-B/YOR192C-B/YDR261W-B/YBL100W-B/YPR137C-B/YML045W/YAR009C/YGR161C-D/YPR158W-B/YBL005W-B/YMR050C	26	primary_DOWN_GO
carboxylic acid metabolic process	carboxylic acid metabolic process	66/291	338/5859	0.195266272189349	3.93149515036906	12.6914201443808	1.3590070372445e-23	1.61624765500863e-21	1.36207246665182e-21	YJR010W/YLR134W/YKL001C/YJR137C/YFR030W/YPR167C/YNL277W/YER091C/YIL074C/YGL184C/YHR018C/YAL012W/YLR180W/YJL088W/YDR019C/YOL058W/YMR062C/YER069W/YIR034C/YMR189W/YER052C/YOR184W/YKL211C/YEL071W/YOL064C/YER055C/YGR155W/YLR058C/YJL060W/YNL104C/YGL009C/YLR303W/YJR109C/YDR354W/YHR112C/YGL125W/YOR303W/YOR130C/YDR158W/YGR204W/YMR096W/YOL140W/YDR502C/YGR267C/YHR208W/YDL131W/YIL116W/YGL026C/YPR145W/YDL066W/YCL030C/YJL071W/YGL202W/YMR095C/YFR025C/YBR248C/YJR130C/YLL062C/YAL044C/YBR145W/YER073W/YHR063C/YJR139C/YDL182W/YOR202W/YOR388C	66	primary_DOWN_GO
oxoacid metabolic process	oxoacid metabolic process	67/291	353/5859	0.189801699716714	3.82147133553342	12.5001854595564	3.19982010410547e-23	3.55180031555707e-21	2.99323522720883e-21	YJR010W/YLR134W/YKL001C/YJR137C/YFR030W/YPR167C/YNL277W/YER091C/YIL074C/YGL184C/YHR018C/YAL012W/YLR180W/YJL088W/YDR019C/YOL058W/YMR062C/YER069W/YIR034C/YMR189W/YER052C/YOR184W/YKL211C/YEL071W/YOL064C/YER055C/YGR155W/YLR058C/YJL060W/YNL104C/YGL009C/YLR303W/YJR109C/YDR354W/YHR112C/YGL125W/YOR303W/YOR130C/YDR158W/YGR204W/YMR096W/YOL140W/YDR502C/YGR267C/YHR208W/YDL131W/YIL116W/YGL026C/YPR145W/YDL066W/YML123C/YCL030C/YJL071W/YGL202W/YMR095C/YFR025C/YBR248C/YJR130C/YLL062C/YAL044C/YBR145W/YER073W/YHR063C/YJR139C/YDL182W/YOR202W/YOR388C	67	primary_DOWN_GO
organic acid metabolic process	organic acid metabolic process	67/291	354/5859	0.189265536723164	3.81067621876638	12.4711169905622	3.78924724655279e-23	3.94318541594399e-21	3.32307011819399e-21	YJR010W/YLR134W/YKL001C/YJR137C/YFR030W/YPR167C/YNL277W/YER091C/YIL074C/YGL184C/YHR018C/YAL012W/YLR180W/YJL088W/YDR019C/YOL058W/YMR062C/YER069W/YIR034C/YMR189W/YER052C/YOR184W/YKL211C/YEL071W/YOL064C/YER055C/YGR155W/YLR058C/YJL060W/YNL104C/YGL009C/YLR303W/YJR109C/YDR354W/YHR112C/YGL125W/YOR303W/YOR130C/YDR158W/YGR204W/YMR096W/YOL140W/YDR502C/YGR267C/YHR208W/YDL131W/YIL116W/YGL026C/YPR145W/YDL066W/YML123C/YCL030C/YJL071W/YGL202W/YMR095C/YFR025C/YBR248C/YJR130C/YLL062C/YAL044C/YBR145W/YER073W/YHR063C/YJR139C/YDL182W/YOR202W/YOR388C	67	primary_DOWN_GO
RNA-DNA hybrid ribonuclease activity	RNA-DNA hybrid ribonuclease activity	26/291	46/5859	0.565217391304348	11.3800986104886	16.1566679142335	9.59311384519766e-23	9.39560856014948e-21	7.91803142764612e-21	YDR261C-D/YNL284C-B/YMR045C/YLR227W-B/YJR029W/YJR027W/YDR210C-D/YDR098C-B/YPR158C-D/YGR027W-B/YNL054W-B/YER160C/YDR365W-B/YFL002W-A/YER138C/YBR012W-B/YOR192C-B/YDR261W-B/YBL100W-B/YPR137C-B/YML045W/YAR009C/YGR161C-D/YPR158W-B/YBL005W-B/YMR050C	26	primary_DOWN_GO
DNA-directed DNA polymerase activity	DNA-directed DNA polymerase activity	26/291	55/5859	0.472727272727273	9.51790065604498	14.5084754214954	4.06796415750203e-20	3.64150764435021e-18	3.06883495490364e-18	YDR261C-D/YNL284C-B/YMR045C/YLR227W-B/YJR029W/YJR027W/YDR210C-D/YDR098C-B/YPR158C-D/YGR027W-B/YNL054W-B/YER160C/YDR365W-B/YFL002W-A/YER138C/YBR012W-B/YOR192C-B/YDR261W-B/YBL100W-B/YPR137C-B/YML045W/YAR009C/YGR161C-D/YPR158W-B/YBL005W-B/YMR050C	26	primary_DOWN_GO
small molecule metabolic process	small molecule metabolic process	93/291	714/5859	0.130252100840336	2.62249848392965	10.5757769057641	4.15547418874798e-20	3.64150764435021e-18	3.06883495490364e-18	YGR144W/YJR010W/YLR134W/YKL001C/YJR137C/YFR030W/YPR167C/YNL277W/YER091C/YPR121W/YBR092C/YIL074C/YGL184C/YHR018C/YAL012W/YLR180W/YJL088W/YDR019C/YOL058W/YMR062C/YER069W/YIR034C/YMR189W/YER052C/YOR184W/YKL211C/YEL071W/YOL064C/YOR047C/YER055C/YGR155W/YLR058C/YJL060W/YNL104C/YGL009C/YLR303W/YDR253C/YJR109C/YDR354W/YCR020C/YHR112C/YGL125W/YLR420W/YOR303W/YGL224C/YIR017C/YOR130C/YDR158W/YBR256C/YGR204W/YBR240C/YMR096W/YOL140W/YDR502C/YGR267C/YPL188W/YHR208W/YDL131W/YIL116W/YGL026C/YPL214C/YPR145W/YNL311C/YGL248W/YDL066W/YML123C/YCL030C/YJL071W/YGL202W/YKL216W/YOL055C/YOL143C/YEL029C/YER037W/YMR095C/YFR025C/YBR248C/YJR130C/YLL062C/YAL044C/YBR145W/YKL127W/YER073W/YHR063C/YOR143C/YJR139C/YDL182W/YMR120C/YJL089W/YPL258C/YOR202W/YOR388C/YHR216W	93	primary_DOWN_GO
sulfur compound metabolic process	sulfur compound metabolic process	40/291	146/5859	0.273972602739726	5.51617003248129	12.6324086204166	6.09593374911853e-20	5.07486484614118e-18	4.27677878293421e-18	YGR144W/YJR010W/YKL001C/YJR137C/YFR030W/YPR167C/YNL277W/YER091C/YKR069W/YPR121W/YBR092C/YGL184C/YAL012W/YLR180W/YER052C/YBR213W/YOL064C/YGR155W/YLR303W/YDR253C/YCR020C/YHR112C/YGL125W/YIR017C/YDR158W/YBR240C/YNL191W/YDR502C/YJL101C/YHR208W/YPL214C/YGL202W/YOL055C/YGR154C/YJR130C/YLL062C/YHR063C/YOR143C/YJR139C/YPL258C	40	primary_DOWN_GO
DNA polymerase activity	DNA polymerase activity	26/291	57/5859	0.456140350877193	9.18393922951709	14.1932720203985	1.27639458556862e-19	1.01199856427226e-17	8.52849114066649e-18	YDR261C-D/YNL284C-B/YMR045C/YLR227W-B/YJR029W/YJR027W/YDR210C-D/YDR098C-B/YPR158C-D/YGR027W-B/YNL054W-B/YER160C/YDR365W-B/YFL002W-A/YER138C/YBR012W-B/YOR192C-B/YDR261W-B/YBL100W-B/YPR137C-B/YML045W/YAR009C/YGR161C-D/YPR158W-B/YBL005W-B/YMR050C	26	primary_DOWN_GO
sulfur amino acid metabolic process	sulfur amino acid metabolic process	23/291	43/5859	0.534883720930233	10.7693598657396	14.6980493547748	1.70593844756969e-19	1.29108523418343e-17	1.08804590938297e-17	YJR010W/YKL001C/YJR137C/YFR030W/YPR167C/YNL277W/YER091C/YGL184C/YAL012W/YLR180W/YER052C/YOL064C/YGR155W/YLR303W/YHR112C/YGL125W/YDR158W/YDR502C/YHR208W/YGL202W/YJR130C/YLL062C/YJR139C	23	primary_DOWN_GO
RNA endonuclease activity, producing 5'-phosphomonoesters	RNA endonuclease activity, producing 5'-phosphomonoesters	27/291	63/5859	0.428571428571429	8.62886597938144	13.9167439435429	1.86221080297127e-19	1.34807868997703e-17	1.13607643037103e-17	YDR261C-D/YNL284C-B/YMR045C/YLR227W-B/YJR029W/YNL221C/YJR027W/YDR210C-D/YDR098C-B/YPR158C-D/YGR027W-B/YNL054W-B/YER160C/YDR365W-B/YFL002W-A/YER138C/YBR012W-B/YOR192C-B/YDR261W-B/YBL100W-B/YPR137C-B/YML045W/YAR009C/YGR161C-D/YPR158W-B/YBL005W-B/YMR050C	27	primary_DOWN_GO
sulfur amino acid biosynthetic process	sulfur amino acid biosynthetic process	21/291	35/5859	0.6	12.080412371134	15.0297178377248	2.52838476607909e-19	1.75406693146737e-17	1.47821793560677e-17	YJR010W/YKL001C/YJR137C/YFR030W/YPR167C/YNL277W/YER091C/YGL184C/YAL012W/YLR180W/YER052C/YOL064C/YGR155W/YLR303W/YGL125W/YDR158W/YDR502C/YHR208W/YGL202W/YJR130C/YJR139C	21	primary_DOWN_GO
sulfur compound biosynthetic process	sulfur compound biosynthetic process	30/291	87/5859	0.344827586206897	6.94276573053679	12.7660529155853	2.71779558115299e-18	1.68902685637021e-16	1.42340622699004e-16	YGR144W/YJR010W/YKL001C/YJR137C/YFR030W/YPR167C/YNL277W/YER091C/YPR121W/YGL184C/YAL012W/YLR180W/YER052C/YOL064C/YGR155W/YLR303W/YGL125W/YDR158W/YBR240C/YDR502C/YJL101C/YHR208W/YPL214C/YGL202W/YOL055C/YJR130C/YHR063C/YOR143C/YJR139C/YPL258C	30	primary_DOWN_GO
aspartic-type endopeptidase activity	aspartic-type endopeptidase activity	21/291	38/5859	0.552631578947368	11.1266956049919	14.3163503987992	2.73896246978953e-18	1.68902685637021e-16	1.42340622699004e-16	YDR261C-D/YNL284C-B/YMR045C/YLR227W-B/YJR029W/YJR027W/YDR210C-D/YDR098C-B/YPR158C-D/YGR027W-B/YNL054W-B/YER160C/YDR365W-B/YER138C/YBR012W-B/YPR137C-B/YML045W/YGR161C-D/YPR158W-B/YBL005W-B/YMR050C	21	primary_DOWN_GO
aspartic-type peptidase activity	aspartic-type peptidase activity	21/291	38/5859	0.552631578947368	11.1266956049919	14.3163503987992	2.73896246978953e-18	1.68902685637021e-16	1.42340622699004e-16	YDR261C-D/YNL284C-B/YMR045C/YLR227W-B/YJR029W/YJR027W/YDR210C-D/YDR098C-B/YPR158C-D/YGR027W-B/YNL054W-B/YER160C/YDR365W-B/YER138C/YBR012W-B/YPR137C-B/YML045W/YGR161C-D/YPR158W-B/YBL005W-B/YMR050C	21	primary_DOWN_GO
RNA-templated DNA biosynthetic process	RNA-templated DNA biosynthetic process	27/291	69/5859	0.391304347826087	7.87852980726132	13.1387016815108	3.25222738578222e-18	1.93391378475978e-16	1.62978161851417e-16	YDR261C-D/YNL284C-B/YMR045C/YLR227W-B/YJR029W/YJR027W/YDR210C-D/YDR098C-B/YIL009C-A/YPR158C-D/YGR027W-B/YNL054W-B/YER160C/YDR365W-B/YFL002W-A/YER138C/YBR012W-B/YOR192C-B/YDR261W-B/YBL100W-B/YPR137C-B/YML045W/YAR009C/YGR161C-D/YPR158W-B/YBL005W-B/YMR050C	27	primary_DOWN_GO
endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters	27/291	70/5859	0.385714285714286	7.7659793814433	13.0181562570818	5.062221024575e-18	2.90641310548875e-16	2.44934323983973e-16	YDR261C-D/YNL284C-B/YMR045C/YLR227W-B/YJR029W/YNL221C/YJR027W/YDR210C-D/YDR098C-B/YPR158C-D/YGR027W-B/YNL054W-B/YER160C/YDR365W-B/YFL002W-A/YER138C/YBR012W-B/YOR192C-B/YDR261W-B/YBL100W-B/YPR137C-B/YML045W/YAR009C/YGR161C-D/YPR158W-B/YBL005W-B/YMR050C	27	primary_DOWN_GO
RNA endonuclease activity	RNA endonuclease activity	27/291	83/5859	0.325301204819277	6.54962116507266	11.6401977008433	7.90751779592386e-16	4.38867237673774e-14	3.69849867437421e-14	YDR261C-D/YNL284C-B/YMR045C/YLR227W-B/YJR029W/YNL221C/YJR027W/YDR210C-D/YDR098C-B/YPR158C-D/YGR027W-B/YNL054W-B/YER160C/YDR365W-B/YFL002W-A/YER138C/YBR012W-B/YOR192C-B/YDR261W-B/YBL100W-B/YPR137C-B/YML045W/YAR009C/YGR161C-D/YPR158W-B/YBL005W-B/YMR050C	27	primary_DOWN_GO
DNA biosynthetic process	DNA biosynthetic process	28/291	98/5859	0.285714285714286	5.75257731958763	10.8458815277928	9.73439940160476e-15	5.22831451731352e-13	4.40609657125268e-13	YDR261C-D/YNL284C-B/YDL059C/YMR045C/YLR227W-B/YJR029W/YJR027W/YDR210C-D/YDR098C-B/YIL009C-A/YPR158C-D/YGR027W-B/YNL054W-B/YER160C/YDR365W-B/YFL002W-A/YER138C/YBR012W-B/YOR192C-B/YDR261W-B/YBL100W-B/YPR137C-B/YML045W/YAR009C/YGR161C-D/YPR158W-B/YBL005W-B/YMR050C	28	primary_DOWN_GO
serine family amino acid metabolic process	serine family amino acid metabolic process	16/291	29/5859	0.551724137931034	11.1084251688589	12.4744034748186	3.46339966760905e-14	1.80205013955283e-12	1.51865518319831e-12	YNL277W/YIL074C/YGL184C/YAL012W/YDR019C/YMR189W/YER052C/YOR184W/YGR155W/YLR058C/YLR303W/YHR112C/YDR158W/YJR130C/YAL044C/YJR139C	16	primary_DOWN_GO
RNA nuclease activity	RNA nuclease activity	27/291	100/5859	0.27	5.43618556701031	10.2284006258787	1.38610624724525e-13	6.99353606564648e-12	5.89371492050372e-12	YDR261C-D/YNL284C-B/YMR045C/YLR227W-B/YJR029W/YNL221C/YJR027W/YDR210C-D/YDR098C-B/YPR158C-D/YGR027W-B/YNL054W-B/YER160C/YDR365W-B/YFL002W-A/YER138C/YBR012W-B/YOR192C-B/YDR261W-B/YBL100W-B/YPR137C-B/YML045W/YAR009C/YGR161C-D/YPR158W-B/YBL005W-B/YMR050C	27	primary_DOWN_GO
endonuclease activity	endonuclease activity	27/291	108/5859	0.25	5.03350515463918	9.6715120020358	1.0585804512843e-12	5.18393073937753e-11	4.36869269833428e-11	YDR261C-D/YNL284C-B/YMR045C/YLR227W-B/YJR029W/YNL221C/YJR027W/YDR210C-D/YDR098C-B/YPR158C-D/YGR027W-B/YNL054W-B/YER160C/YDR365W-B/YFL002W-A/YER138C/YBR012W-B/YOR192C-B/YDR261W-B/YBL100W-B/YPR137C-B/YML045W/YAR009C/YGR161C-D/YPR158W-B/YBL005W-B/YMR050C	27	primary_DOWN_GO
L-arginine biosynthetic process	L-arginine biosynthetic process	10/291	13/5859	0.769230769230769	15.4877081681205	11.9540075207087	1.96936632948299e-11	9.36855696739765e-10	7.89523403669421e-10	YHR018C/YJL088W/YOL058W/YMR062C/YER069W/YJR109C/YOR303W/YOR130C/YOL140W/YJL071W	10	primary_DOWN_GO
aspartate family amino acid metabolic process	aspartate family amino acid metabolic process	18/291	53/5859	0.339622641509434	6.83796926667963	9.75961730220494	2.68640156069402e-11	1.24246072182099e-09	1.04706821064478e-09	YNL277W/YER091C/YGL184C/YAL012W/YLR180W/YIR034C/YER052C/YOL064C/YLR303W/YGL125W/YDR158W/YDR502C/YHR208W/YDL131W/YPR145W/YGL202W/YJR139C/YDL182W	18	primary_DOWN_GO
nucleotidyltransferase activity	nucleotidyltransferase activity	27/291	123/5859	0.219512195121951	4.41966306261001	8.76199228894996	2.8879920243944e-11	1.29959641097748e-09	1.09521859701785e-09	YJR010W/YDR261C-D/YNL284C-B/YMR045C/YLR227W-B/YJR029W/YJR027W/YDR210C-D/YDR098C-B/YPR158C-D/YGR027W-B/YNL054W-B/YER160C/YDR365W-B/YFL002W-A/YER138C/YBR012W-B/YOR192C-B/YDR261W-B/YBL100W-B/YPR137C-B/YML045W/YAR009C/YGR161C-D/YPR158W-B/YBL005W-B/YMR050C	27	primary_DOWN_GO
