term	term_name	gene	aspect
GO:0006418	tRNA aminoacylation for protein translation	YPL097W	slim
GO:0006399	tRNA metabolic process	YPL097W	slim
GO:0005744	TIM23 mitochondrial import inner membrane translocase complex	YPL098C	slim
GO:0005739	mitochondrion	YPL098C	slim
GO:0043226	organelle	YPL098C	slim
GO:0032991	protein-containing complex	YPL098C	slim
GO:0003674	molecular function	YPL098C	slim
GO:0061024	membrane organization	YPL098C	slim
GO:0007005	mitochondrion organization	YPL098C	slim
GO:0055085	transmembrane transport	YPL098C	slim
GO:0006810	transport	YPL098C	slim
GO:1990524	INA complex	YPL099C	slim
GO:0016020	membrane	YPL099C	slim
GO:0005739	mitochondrion	YPL099C	slim
GO:0043226	organelle	YPL099C	slim
GO:0032991	protein-containing complex	YPL099C	slim
GO:0003674	molecular function	YPL099C	slim
GO:0022607	cellular component assembly	YPL099C	slim
GO:0065003	protein-containing complex assembly	YPL099C	slim
GO:0031410	cytoplasmic vesicle	YPL100W	slim
GO:0005829	cytosol	YPL100W	slim
GO:0005768	endosome	YPL100W	slim
GO:0016020	membrane	YPL100W	slim
GO:0043226	organelle	YPL100W	slim
GO:0043167	ion binding	YPL100W	slim
GO:0008289	lipid binding	YPL100W	slim
GO:0009056	catabolic process	YPL100W	slim
GO:0006605	protein targeting	YPL100W	slim
GO:0006810	transport	YPL100W	slim
GO:0007034	vacuolar transport	YPL100W	slim
GO:0016050	vesicle organization	YPL100W	slim
GO:0005737	cytoplasm	YPL101W	slim
GO:0033588	elongator holoenzyme complex	YPL101W	slim
GO:0032991	protein-containing complex	YPL101W	slim
GO:0016887	ATP hydrolysis activity	YPL101W	slim
GO:0003723	RNA binding	YPL101W	slim
GO:0016787	hydrolase activity	YPL101W	slim
GO:0009451	RNA modification	YPL101W	slim
GO:0006399	tRNA metabolic process	YPL101W	slim
GO:0008033	tRNA processing	YPL101W	slim
GO:0005575	cellular component	YPL102C	slim
GO:0003674	molecular function	YPL102C	slim
GO:0008150	biological process	YPL102C	slim
GO:0016020	membrane	YPL103C	slim
GO:0005739	mitochondrion	YPL103C	slim
GO:0043226	organelle	YPL103C	slim
GO:0016787	hydrolase activity	YPL103C	slim
GO:0043167	ion binding	YPL103C	slim
GO:0009056	catabolic process	YPL103C	slim
GO:0006629	lipid metabolic process	YPL103C	slim
GO:0044281	small molecule metabolic process	YPL103C	slim
GO:0005739	mitochondrion	YPL104W	slim
GO:0043226	organelle	YPL104W	slim
GO:0016874	ligase activity	YPL104W	slim
GO:0006520	amino acid metabolic process	YPL104W	slim
GO:0006418	tRNA aminoacylation for protein translation	YPL104W	slim
GO:0006399	tRNA metabolic process	YPL104W	slim
GO:0005737	cytoplasm	YPL105C	slim
GO:0005739	mitochondrion	YPL105C	slim
GO:0043226	organelle	YPL105C	slim
GO:0003674	molecular function	YPL105C	slim
GO:0006997	nucleus organization	YPL105C	slim
GO:0005737	cytoplasm	YPL106C	slim
GO:0030234	enzyme regulator activity	YPL106C	slim
GO:0043167	ion binding	YPL106C	slim
GO:0009056	catabolic process	YPL106C	slim
GO:0030163	protein catabolic process	YPL106C	slim
GO:0006457	protein folding	YPL106C	slim
GO:0005739	mitochondrion	YPL107W	slim
GO:0043226	organelle	YPL107W	slim
GO:0003674	molecular function	YPL107W	slim
GO:0008150	biological process	YPL107W	slim
GO:0005737	cytoplasm	YPL108W	slim
GO:0003674	molecular function	YPL108W	slim
GO:0008150	biological process	YPL108W	slim
GO:0016020	membrane	YPL109C	slim
GO:0005739	mitochondrion	YPL109C	slim
GO:0043226	organelle	YPL109C	slim
GO:0003674	molecular function	YPL109C	slim
GO:0042592	homeostatic process	YPL109C	slim
GO:0007005	mitochondrion organization	YPL109C	slim
GO:0005737	cytoplasm	YPL110C	slim
GO:0016787	hydrolase activity	YPL110C	slim
GO:0009056	catabolic process	YPL110C	slim
GO:0006629	lipid metabolic process	YPL110C	slim
GO:0005737	cytoplasm	YPL111W	slim
GO:0005829	cytosol	YPL111W	slim
GO:0005634	nucleus	YPL111W	slim
GO:0043226	organelle	YPL111W	slim
GO:0030427	site of polarized growth	YPL111W	slim
GO:0030234	enzyme regulator activity	YPL111W	slim
GO:0016787	hydrolase activity	YPL111W	slim
GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	YPL111W	slim
GO:0043167	ion binding	YPL111W	slim
GO:0006520	amino acid metabolic process	YPL111W	slim
GO:0009058	biosynthetic process	YPL111W	slim
GO:0009056	catabolic process	YPL111W	slim
GO:0071941	nitrogen cycle metabolic process	YPL111W	slim
GO:0044281	small molecule metabolic process	YPL111W	slim
GO:0016020	membrane	YPL112C	slim
GO:0003674	molecular function	YPL112C	slim
GO:0007031	peroxisome organization	YPL112C	slim
GO:0055085	transmembrane transport	YPL112C	slim
GO:0006810	transport	YPL112C	slim
GO:0005575	cellular component	YPL113C	slim
GO:0016491	oxidoreductase activity	YPL113C	slim
GO:0008150	biological process	YPL113C	slim
GO:0005575	cellular component	YPL114W	slim
GO:0003674	molecular function	YPL114W	slim
GO:0008150	biological process	YPL114W	slim
GO:0005938	cell cortex	YPL115C	slim
GO:0005737	cytoplasm	YPL115C	slim
GO:0000131	incipient cellular bud site	YPL115C	slim
GO:0030427	site of polarized growth	YPL115C	slim
GO:0030234	enzyme regulator activity	YPL115C	slim
GO:0008289	lipid binding	YPL115C	slim
GO:0007010	cytoskeleton organization	YPL115C	slim
GO:0005737	cytoplasm	YPL116W	slim
GO:0016020	membrane	YPL116W	slim
GO:0005634	nucleus	YPL116W	slim
GO:0043226	organelle	YPL116W	slim
GO:0030427	site of polarized growth	YPL116W	slim
GO:0043167	ion binding	YPL116W	slim
GO:0008150	biological process	YPL116W	slim
GO:0005737	cytoplasm	YPL117C	slim
GO:0005829	cytosol	YPL117C	slim
GO:0005634	nucleus	YPL117C	slim
GO:0043226	organelle	YPL117C	slim
GO:0016853	isomerase activity	YPL117C	slim
GO:0009058	biosynthetic process	YPL117C	slim
GO:0006629	lipid metabolic process	YPL117C	slim
GO:0044281	small molecule metabolic process	YPL117C	slim
GO:0005763	mitochondrial small ribosomal subunit	YPL118W	slim
GO:0005739	mitochondrion	YPL118W	slim
GO:0043226	organelle	YPL118W	slim
GO:0032991	protein-containing complex	YPL118W	slim
GO:1990904	ribonucleoprotein complex	YPL118W	slim
GO:0015935	small ribosomal subunit	YPL118W	slim
GO:0003735	structural constituent of ribosome	YPL118W	slim
GO:0005198	structural molecule activity	YPL118W	slim
GO:0009058	biosynthetic process	YPL118W	slim
GO:0032543	mitochondrial translation	YPL118W	slim
GO:0006412	translation	YPL118W	slim
GO:0006413	translational initiation	YPL118W	slim
GO:0005737	cytoplasm	YPL119C	slim
GO:0016887	ATP hydrolysis activity	YPL119C	slim
GO:0003677	DNA binding	YPL119C	slim
GO:0003723	RNA binding	YPL119C	slim
GO:0004386	helicase activity	YPL119C	slim
GO:0016787	hydrolase activity	YPL119C	slim
GO:0016853	isomerase activity	YPL119C	slim
GO:0003729	mRNA binding	YPL119C	slim
GO:0006417	regulation of translation	YPL119C	slim
GO:0006413	translational initiation	YPL119C	slim
GO:0005575	cellular component	YPL119C-A	slim
GO:0003674	molecular function	YPL119C-A	slim
GO:0008150	biological process	YPL119C-A	slim
GO:0005737	cytoplasm	YPL120W	slim
GO:0005829	cytosol	YPL120W	slim
GO:0016020	membrane	YPL120W	slim
GO:0034271	phosphatidylinositol 3-kinase complex, class III, type I	YPL120W	slim
GO:0034272	phosphatidylinositol 3-kinase complex, class III, type II	YPL120W	slim
GO:0032991	protein-containing complex	YPL120W	slim
GO:0003674	molecular function	YPL120W	slim
GO:0009058	biosynthetic process	YPL120W	slim
GO:0009056	catabolic process	YPL120W	slim
GO:0016197	endosomal transport	YPL120W	slim
GO:0006605	protein targeting	YPL120W	slim
GO:0042594	response to starvation	YPL120W	slim
GO:0006950	response to stress	YPL120W	slim
GO:0006810	transport	YPL120W	slim
GO:0007034	vacuolar transport	YPL120W	slim
GO:0016192	vesicle-mediated transport	YPL120W	slim
GO:0005694	chromosome	YPL121C	slim
GO:0043232	intracellular membraneless organelle	YPL121C	slim
GO:0000228	nuclear chromosome	YPL121C	slim
GO:0005634	nucleus	YPL121C	slim
GO:0043226	organelle	YPL121C	slim
GO:0030234	enzyme regulator activity	YPL121C	slim
GO:0006259	DNA metabolic process	YPL121C	slim
GO:0006310	DNA recombination	YPL121C	slim
GO:0022607	cellular component assembly	YPL121C	slim
GO:0065003	protein-containing complex assembly	YPL121C	slim
GO:0090575	RNA polymerase II transcription regulator complex	YPL122C	slim
GO:0032806	carboxy-terminal domain protein kinase complex	YPL122C	slim
GO:0000307	cyclin-dependent protein kinase holoenzyme complex	YPL122C	slim
GO:0000112	nucleotide-excision repair factor 3 complex	YPL122C	slim
GO:0032991	protein-containing complex	YPL122C	slim
GO:0000439	transcription factor TFIIH core complex	YPL122C	slim
GO:0005675	transcription factor TFIIH holo complex	YPL122C	slim
GO:0005667	transcription regulator complex	YPL122C	slim
GO:0003677	DNA binding	YPL122C	slim
GO:0006974	DNA damage response	YPL122C	slim
GO:0006259	DNA metabolic process	YPL122C	slim
GO:0006281	DNA repair	YPL122C	slim
GO:0006351	DNA-templated transcription	YPL122C	slim
GO:0009058	biosynthetic process	YPL122C	slim
GO:0006950	response to stress	YPL122C	slim
GO:0006366	transcription by RNA polymerase II	YPL122C	slim
GO:0005618	cell wall	YPL123C	slim
GO:0005829	cytosol	YPL123C	slim
GO:0030312	external encapsulating structure	YPL123C	slim
GO:0005576	extracellular region	YPL123C	slim
GO:0043226	organelle	YPL123C	slim
GO:0005773	vacuole	YPL123C	slim
GO:0004518	nuclease activity	YPL123C	slim
GO:0006401	RNA catabolic process	YPL123C	slim
GO:0009056	catabolic process	YPL123C	slim
GO:0008219	cell death	YPL123C	slim
GO:0000902	cell morphogenesis	YPL123C	slim
GO:0034655	nucleobase-containing compound catabolic process	YPL123C	slim
GO:0005823	central plaque of spindle pole body	YPL124W	slim
GO:0005815	microtubule organizing center	YPL124W	slim
GO:0005816	spindle pole body	YPL124W	slim
GO:0003674	molecular function	YPL124W	slim
GO:0022607	cellular component assembly	YPL124W	slim
GO:0005737	cytoplasm	YPL125W	slim
GO:0005634	nucleus	YPL125W	slim
GO:0043226	organelle	YPL125W	slim
GO:0003674	molecular function	YPL125W	slim
GO:0051169	nuclear transport	YPL125W	slim
GO:0006913	nucleocytoplasmic transport	YPL125W	slim
GO:0006810	transport	YPL125W	slim
GO:0030686	90S preribosome	YPL126W	slim
GO:0000785	chromatin	YPL126W	slim
GO:0043232	intracellular membraneless organelle	YPL126W	slim
GO:0005730	nucleolus	YPL126W	slim
GO:0043226	organelle	YPL126W	slim
GO:0005777	peroxisome	YPL126W	slim
GO:0030684	preribosome	YPL126W	slim
GO:0032991	protein-containing complex	YPL126W	slim
GO:0033553	rDNA heterochromatin	YPL126W	slim
GO:1990904	ribonucleoprotein complex	YPL126W	slim
GO:0032040	small-subunit processome	YPL126W	slim
GO:0034455	t-UTP complex	YPL126W	slim
GO:0003723	RNA binding	YPL126W	slim
GO:0003729	mRNA binding	YPL126W	slim
GO:0006364	rRNA processing	YPL126W	slim
GO:0000785	chromatin	YPL127C	slim
GO:0005634	nucleus	YPL127C	slim
GO:0043226	organelle	YPL127C	slim
GO:0003677	DNA binding	YPL127C	slim
GO:0051276	chromosome organization	YPL127C	slim
GO:0051052	regulation of DNA metabolic process	YPL127C	slim
GO:0043934	sporulation	YPL127C	slim
GO:0005634	nucleus	YPL128C	slim
GO:0043226	organelle	YPL128C	slim
GO:0003677	DNA binding	YPL128C	slim
GO:0003700	DNA-binding transcription factor activity	YPL128C	slim
GO:0003682	chromatin binding	YPL128C	slim
GO:0006259	DNA metabolic process	YPL128C	slim
GO:0006351	DNA-templated transcription	YPL128C	slim
GO:0009058	biosynthetic process	YPL128C	slim
GO:0006325	chromatin organization	YPL128C	slim
GO:0051276	chromosome organization	YPL128C	slim
GO:0051052	regulation of DNA metabolic process	YPL128C	slim
GO:0033043	regulation of organelle organization	YPL128C	slim
GO:0032200	telomere organization	YPL128C	slim
GO:0006366	transcription by RNA polymerase II	YPL128C	slim
GO:0031011	Ino80 complex	YPL129W	slim
GO:0033100	NuA3 histone acetyltransferase complex	YPL129W	slim
GO:1990467	NuA3a histone acetyltransferase complex	YPL129W	slim
GO:1990468	NuA3b histone acetyltransferase complex	YPL129W	slim
GO:0090575	RNA polymerase II transcription regulator complex	YPL129W	slim
GO:0016514	SWI/SNF complex	YPL129W	slim
GO:0000123	histone acetyltransferase complex	YPL129W	slim
GO:0016592	mediator complex	YPL129W	slim
GO:0005634	nucleus	YPL129W	slim
GO:0043226	organelle	YPL129W	slim
GO:0032991	protein-containing complex	YPL129W	slim
GO:0005669	transcription factor TFIID complex	YPL129W	slim
GO:0005674	transcription factor TFIIF complex	YPL129W	slim
GO:0005667	transcription regulator complex	YPL129W	slim
GO:0003677	DNA binding	YPL129W	slim
GO:0006351	DNA-templated transcription	YPL129W	slim
GO:0006352	DNA-templated transcription initiation	YPL129W	slim
GO:0009058	biosynthetic process	YPL129W	slim
GO:0006325	chromatin organization	YPL129W	slim
GO:0006366	transcription by RNA polymerase II	YPL129W	slim
GO:0005618	cell wall	YPL130W	slim
GO:0030312	external encapsulating structure	YPL130W	slim
GO:0016020	membrane	YPL130W	slim
GO:0003674	molecular function	YPL130W	slim
GO:0007049	cell cycle	YPL130W	slim
GO:0051321	meiotic cell cycle	YPL130W	slim
GO:0061024	membrane organization	YPL130W	slim
GO:0022625	cytosolic large ribosomal subunit	YPL131W	slim
GO:0015934	large ribosomal subunit	YPL131W	slim
GO:0032991	protein-containing complex	YPL131W	slim
GO:1990904	ribonucleoprotein complex	YPL131W	slim
GO:0003723	RNA binding	YPL131W	slim
GO:0019843	rRNA binding	YPL131W	slim
GO:0003735	structural constituent of ribosome	YPL131W	slim
GO:0005198	structural molecule activity	YPL131W	slim
GO:0009058	biosynthetic process	YPL131W	slim
GO:0022607	cellular component assembly	YPL131W	slim
GO:0002181	cytoplasmic translation	YPL131W	slim
GO:0022618	protein-RNA complex assembly	YPL131W	slim
GO:0065003	protein-containing complex assembly	YPL131W	slim
GO:0006412	translation	YPL131W	slim
GO:0043232	intracellular membraneless organelle	YPL132W	slim
GO:0016020	membrane	YPL132W	slim
GO:0005740	mitochondrial envelope	YPL132W	slim
GO:0005761	mitochondrial ribosome	YPL132W	slim
GO:0005739	mitochondrion	YPL132W	slim
GO:0043226	organelle	YPL132W	slim
GO:0005840	ribosome	YPL132W	slim
GO:0043167	ion binding	YPL132W	slim
GO:0022607	cellular component assembly	YPL132W	slim
GO:0045333	cellular respiration	YPL132W	slim
GO:0006091	generation of precursor metabolites and energy	YPL132W	slim
GO:0042592	homeostatic process	YPL132W	slim
GO:0065003	protein-containing complex assembly	YPL132W	slim
GO:0005737	cytoplasm	YPL133C	slim
GO:0005634	nucleus	YPL133C	slim
GO:0043226	organelle	YPL133C	slim
GO:0003677	DNA binding	YPL133C	slim
GO:0003700	DNA-binding transcription factor activity	YPL133C	slim
GO:0043167	ion binding	YPL133C	slim
GO:0042221	response to chemical	YPL133C	slim
GO:0016020	membrane	YPL134C	slim
GO:0005739	mitochondrion	YPL134C	slim
GO:0043226	organelle	YPL134C	slim
GO:0022857	transmembrane transporter activity	YPL134C	slim
GO:0006810	transport	YPL134C	slim
GO:0005575	cellular component	YPL135C-A	slim
GO:0003674	molecular function	YPL135C-A	slim
GO:0008150	biological process	YPL135C-A	slim
GO:0005739	mitochondrion	YPL135W	slim
GO:0043226	organelle	YPL135W	slim
GO:0043167	ion binding	YPL135W	slim
GO:0009451	RNA modification	YPL135W	slim
GO:0022607	cellular component assembly	YPL135W	slim
GO:0042592	homeostatic process	YPL135W	slim
GO:0006873	intracellular monoatomic ion homeostasis	YPL135W	slim
GO:0006399	tRNA metabolic process	YPL135W	slim
GO:0008033	tRNA processing	YPL135W	slim
GO:0005575	cellular component	YPL136W	slim
GO:0003674	molecular function	YPL136W	slim
GO:0008150	biological process	YPL136W	slim
GO:0005737	cytoplasm	YPL137C	slim
GO:0005783	endoplasmic reticulum	YPL137C	slim
GO:0005739	mitochondrion	YPL137C	slim
GO:0043226	organelle	YPL137C	slim
GO:0019899	enzyme binding	YPL137C	slim
GO:0030234	enzyme regulator activity	YPL137C	slim
GO:0007059	chromosome segregation	YPL137C	slim
GO:0048188	Set1C/COMPASS complex	YPL138C	slim
GO:0005829	cytosol	YPL138C	slim
GO:0005634	nucleus	YPL138C	slim
GO:0043226	organelle	YPL138C	slim
GO:0032991	protein-containing complex	YPL138C	slim
GO:0003682	chromatin binding	YPL138C	slim
GO:0043167	ion binding	YPL138C	slim
GO:0008168	methyltransferase activity	YPL138C	slim
GO:0030674	protein-macromolecule adaptor activity	YPL138C	slim
GO:0016740	transferase activity	YPL138C	slim
GO:0022607	cellular component assembly	YPL138C	slim
GO:0006325	chromatin organization	YPL138C	slim
GO:0051052	regulation of DNA metabolic process	YPL138C	slim
GO:0051726	regulation of cell cycle	YPL138C	slim
GO:0033698	Rpd3L complex	YPL139C	slim
GO:0070210	Rpd3L-Expanded complex	YPL139C	slim
GO:0032221	Rpd3S complex	YPL139C	slim
GO:0070822	Sin3-type complex	YPL139C	slim
GO:0005737	cytoplasm	YPL139C	slim
GO:0000118	histone deacetylase complex	YPL139C	slim
GO:0005634	nucleus	YPL139C	slim
GO:0043226	organelle	YPL139C	slim
GO:0032991	protein-containing complex	YPL139C	slim
GO:0003674	molecular function	YPL139C	slim
GO:0006974	DNA damage response	YPL139C	slim
GO:0006259	DNA metabolic process	YPL139C	slim
GO:0006310	DNA recombination	YPL139C	slim
GO:0006281	DNA repair	YPL139C	slim
GO:0051726	regulation of cell cycle	YPL139C	slim
GO:0033043	regulation of organelle organization	YPL139C	slim
GO:0009408	response to heat	YPL139C	slim
GO:0006950	response to stress	YPL139C	slim
GO:0005737	cytoplasm	YPL140C	slim
GO:0005829	cytosol	YPL140C	slim
GO:0030427	site of polarized growth	YPL140C	slim
GO:0016301	kinase activity	YPL140C	slim
GO:0016740	transferase activity	YPL140C	slim
GO:0009056	catabolic process	YPL140C	slim
GO:0006950	response to stress	YPL140C	slim
GO:0007165	signal transduction	YPL140C	slim
GO:0005737	cytoplasm	YPL141C	slim
GO:0016301	kinase activity	YPL141C	slim
GO:0016740	transferase activity	YPL141C	slim
GO:0048308	organelle inheritance	YPL141C	slim
GO:0007031	peroxisome organization	YPL141C	slim
GO:0007033	vacuole organization	YPL141C	slim
GO:0005575	cellular component	YPL142C	slim
GO:0003674	molecular function	YPL142C	slim
GO:0008150	biological process	YPL142C	slim
GO:0022625	cytosolic large ribosomal subunit	YPL143W	slim
GO:0015934	large ribosomal subunit	YPL143W	slim
GO:0032991	protein-containing complex	YPL143W	slim
GO:1990904	ribonucleoprotein complex	YPL143W	slim
GO:0003735	structural constituent of ribosome	YPL143W	slim
GO:0005198	structural molecule activity	YPL143W	slim
GO:0009058	biosynthetic process	YPL143W	slim
GO:0022607	cellular component assembly	YPL143W	slim
GO:0002181	cytoplasmic translation	YPL143W	slim
GO:0022618	protein-RNA complex assembly	YPL143W	slim
GO:0065003	protein-containing complex assembly	YPL143W	slim
GO:0006364	rRNA processing	YPL143W	slim
GO:0006412	translation	YPL143W	slim
GO:0005737	cytoplasm	YPL144W	slim
GO:0005634	nucleus	YPL144W	slim
GO:0043226	organelle	YPL144W	slim
GO:0003674	molecular function	YPL144W	slim
GO:0022607	cellular component assembly	YPL144W	slim
GO:0065003	protein-containing complex assembly	YPL144W	slim
GO:0005737	cytoplasm	YPL145C	slim
GO:0005829	cytosol	YPL145C	slim
