term	term_name	gene	aspect
GO:0008289	lipid binding	YDR425W	slim
GO:0016197	endosomal transport	YDR425W	slim
GO:0006810	transport	YDR425W	slim
GO:0016192	vesicle-mediated transport	YDR425W	slim
GO:0005575	cellular component	YDR426C	slim
GO:0003674	molecular function	YDR426C	slim
GO:0008150	biological process	YDR426C	slim
GO:0005829	cytosol	YDR427W	slim
GO:0043232	intracellular membraneless organelle	YDR427W	slim
GO:0005634	nucleus	YDR427W	slim
GO:0043226	organelle	YDR427W	slim
GO:0008541	proteasome regulatory particle, lid subcomplex	YDR427W	slim
GO:0034515	proteasome storage granule	YDR427W	slim
GO:0032991	protein-containing complex	YDR427W	slim
GO:0005198	structural molecule activity	YDR427W	slim
GO:0009056	catabolic process	YDR427W	slim
GO:0022607	cellular component assembly	YDR427W	slim
GO:0030163	protein catabolic process	YDR427W	slim
GO:0065003	protein-containing complex assembly	YDR427W	slim
GO:0005829	cytosol	YDR428C	slim
GO:0016787	hydrolase activity	YDR428C	slim
GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	YDR428C	slim
GO:0006520	amino acid metabolic process	YDR428C	slim
GO:0009058	biosynthetic process	YDR428C	slim
GO:0009056	catabolic process	YDR428C	slim
GO:0055086	nucleobase-containing small molecule metabolic process	YDR428C	slim
GO:0044281	small molecule metabolic process	YDR428C	slim
GO:0010494	cytoplasmic stress granule	YDR429C	slim
GO:0005852	eukaryotic translation initiation factor 3 complex	YDR429C	slim
GO:0043232	intracellular membraneless organelle	YDR429C	slim
GO:0043614	multi-eIF complex	YDR429C	slim
GO:0043226	organelle	YDR429C	slim
GO:0032991	protein-containing complex	YDR429C	slim
GO:1990904	ribonucleoprotein complex	YDR429C	slim
GO:0043167	ion binding	YDR429C	slim
GO:0006413	translational initiation	YDR429C	slim
GO:0005739	mitochondrion	YDR430C	slim
GO:0043226	organelle	YDR430C	slim
GO:0016787	hydrolase activity	YDR430C	slim
GO:0043167	ion binding	YDR430C	slim
GO:0008233	peptidase activity	YDR430C	slim
GO:0009056	catabolic process	YDR430C	slim
GO:0030163	protein catabolic process	YDR430C	slim
GO:0051604	protein maturation	YDR430C	slim
GO:0005575	cellular component	YDR431W	slim
GO:0003674	molecular function	YDR431W	slim
GO:0008150	biological process	YDR431W	slim
GO:0005737	cytoplasm	YDR432W	slim
GO:0010494	cytoplasmic stress granule	YDR432W	slim
GO:0043232	intracellular membraneless organelle	YDR432W	slim
GO:0005634	nucleus	YDR432W	slim
GO:0043226	organelle	YDR432W	slim
GO:0003677	DNA binding	YDR432W	slim
GO:0003723	RNA binding	YDR432W	slim
GO:0019899	enzyme binding	YDR432W	slim
GO:0003729	mRNA binding	YDR432W	slim
GO:0008380	RNA splicing	YDR432W	slim
GO:0006397	mRNA processing	YDR432W	slim
GO:0061025	membrane fusion	YDR432W	slim
GO:0061024	membrane organization	YDR432W	slim
GO:0048284	organelle fusion	YDR432W	slim
GO:0006417	regulation of translation	YDR432W	slim
GO:0016050	vesicle organization	YDR432W	slim
GO:0005575	cellular component	YDR433W	slim
GO:0003674	molecular function	YDR433W	slim
GO:0006974	DNA damage response	YDR433W	slim
GO:0006950	response to stress	YDR433W	slim
GO:0042765	GPI-anchor transamidase complex	YDR434W	slim
GO:0005783	endoplasmic reticulum	YDR434W	slim
GO:0016020	membrane	YDR434W	slim
GO:0043226	organelle	YDR434W	slim
GO:0032991	protein-containing complex	YDR434W	slim
GO:0003674	molecular function	YDR434W	slim
GO:0051604	protein maturation	YDR434W	slim
GO:0005575	cellular component	YDR435C	slim
GO:0008168	methyltransferase activity	YDR435C	slim
GO:0016740	transferase activity	YDR435C	slim
GO:0022607	cellular component assembly	YDR435C	slim
GO:0065003	protein-containing complex assembly	YDR435C	slim
GO:0005575	cellular component	YDR436W	slim
GO:0016787	hydrolase activity	YDR436W	slim
GO:0016791	phosphatase activity	YDR436W	slim
GO:0042592	homeostatic process	YDR436W	slim
GO:0006873	intracellular monoatomic ion homeostasis	YDR436W	slim
GO:0005783	endoplasmic reticulum	YDR437W	slim
GO:0000506	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	YDR437W	slim
GO:0016020	membrane	YDR437W	slim
GO:0005635	nuclear envelope	YDR437W	slim
GO:0043226	organelle	YDR437W	slim
GO:0032991	protein-containing complex	YDR437W	slim
GO:0016757	glycosyltransferase activity	YDR437W	slim
GO:0016740	transferase activity	YDR437W	slim
GO:0009058	biosynthetic process	YDR437W	slim
GO:0006629	lipid metabolic process	YDR437W	slim
GO:0005739	mitochondrion	YDR438W	slim
GO:0043226	organelle	YDR438W	slim
GO:0005773	vacuole	YDR438W	slim
GO:0003674	molecular function	YDR438W	slim
GO:0008150	biological process	YDR438W	slim
GO:0043232	intracellular membraneless organelle	YDR439W	slim
GO:0033551	monopolin complex	YDR439W	slim
GO:0005730	nucleolus	YDR439W	slim
GO:0005634	nucleus	YDR439W	slim
GO:0043226	organelle	YDR439W	slim
GO:0032991	protein-containing complex	YDR439W	slim
GO:0003674	molecular function	YDR439W	slim
GO:0006974	DNA damage response	YDR439W	slim
GO:0006259	DNA metabolic process	YDR439W	slim
GO:0006310	DNA recombination	YDR439W	slim
GO:0006281	DNA repair	YDR439W	slim
GO:0022607	cellular component assembly	YDR439W	slim
GO:0006325	chromatin organization	YDR439W	slim
GO:0051276	chromosome organization	YDR439W	slim
GO:0007059	chromosome segregation	YDR439W	slim
GO:0006950	response to stress	YDR439W	slim
GO:0005634	nucleus	YDR440W	slim
GO:0043226	organelle	YDR440W	slim
GO:0008168	methyltransferase activity	YDR440W	slim
GO:0016740	transferase activity	YDR440W	slim
GO:0006974	DNA damage response	YDR440W	slim
GO:0006259	DNA metabolic process	YDR440W	slim
GO:0006310	DNA recombination	YDR440W	slim
GO:0006281	DNA repair	YDR440W	slim
GO:0022607	cellular component assembly	YDR440W	slim
GO:0006325	chromatin organization	YDR440W	slim
GO:0065003	protein-containing complex assembly	YDR440W	slim
GO:0051726	regulation of cell cycle	YDR440W	slim
GO:0033043	regulation of organelle organization	YDR440W	slim
GO:0006950	response to stress	YDR440W	slim
GO:0007165	signal transduction	YDR440W	slim
GO:0005737	cytoplasm	YDR441C	slim
GO:0005829	cytosol	YDR441C	slim
GO:0016757	glycosyltransferase activity	YDR441C	slim
GO:0016740	transferase activity	YDR441C	slim
GO:0009058	biosynthetic process	YDR441C	slim
GO:0005575	cellular component	YDR442W	slim
GO:0003674	molecular function	YDR442W	slim
GO:0008150	biological process	YDR442W	slim
GO:0016592	mediator complex	YDR443C	slim
GO:0032991	protein-containing complex	YDR443C	slim
GO:0003674	molecular function	YDR443C	slim
GO:0008150	biological process	YDR443C	slim
GO:0005737	cytoplasm	YDR444W	slim
GO:0003674	molecular function	YDR444W	slim
GO:0008150	biological process	YDR444W	slim
GO:0005575	cellular component	YDR445C	slim
GO:0003674	molecular function	YDR445C	slim
GO:0008150	biological process	YDR445C	slim
GO:0005634	nucleus	YDR446W	slim
GO:0043226	organelle	YDR446W	slim
GO:0003674	molecular function	YDR446W	slim
GO:0006974	DNA damage response	YDR446W	slim
GO:0006259	DNA metabolic process	YDR446W	slim
GO:0006310	DNA recombination	YDR446W	slim
GO:0006281	DNA repair	YDR446W	slim
GO:0051276	chromosome organization	YDR446W	slim
GO:0006950	response to stress	YDR446W	slim
GO:0022627	cytosolic small ribosomal subunit	YDR447C	slim
GO:0032991	protein-containing complex	YDR447C	slim
GO:1990904	ribonucleoprotein complex	YDR447C	slim
GO:0015935	small ribosomal subunit	YDR447C	slim
GO:0003735	structural constituent of ribosome	YDR447C	slim
GO:0005198	structural molecule activity	YDR447C	slim
GO:0009058	biosynthetic process	YDR447C	slim
GO:0002181	cytoplasmic translation	YDR447C	slim
GO:0006412	translation	YDR447C	slim
GO:0140671	ADA complex	YDR448W	slim
GO:0000124	SAGA complex	YDR448W	slim
GO:0046695	SLIK (SAGA-like) complex	YDR448W	slim
GO:0000123	histone acetyltransferase complex	YDR448W	slim
GO:0032991	protein-containing complex	YDR448W	slim
GO:0003682	chromatin binding	YDR448W	slim
GO:0043167	ion binding	YDR448W	slim
GO:0008289	lipid binding	YDR448W	slim
GO:0006974	DNA damage response	YDR448W	slim
GO:0006259	DNA metabolic process	YDR448W	slim
GO:0006310	DNA recombination	YDR448W	slim
GO:0006281	DNA repair	YDR448W	slim
GO:0022607	cellular component assembly	YDR448W	slim
GO:0006325	chromatin organization	YDR448W	slim
GO:0006950	response to stress	YDR448W	slim
GO:0030686	90S preribosome	YDR449C	slim
GO:0034388	Pwp2p-containing subcomplex of 90S preribosome	YDR449C	slim
GO:0043232	intracellular membraneless organelle	YDR449C	slim
GO:0005730	nucleolus	YDR449C	slim
GO:0043226	organelle	YDR449C	slim
GO:0030684	preribosome	YDR449C	slim
GO:0032991	protein-containing complex	YDR449C	slim
GO:1990904	ribonucleoprotein complex	YDR449C	slim
GO:0032040	small-subunit processome	YDR449C	slim
GO:0003723	RNA binding	YDR449C	slim
GO:0006364	rRNA processing	YDR449C	slim
GO:0005737	cytoplasm	YDR450W	slim
GO:0022627	cytosolic small ribosomal subunit	YDR450W	slim
GO:0005739	mitochondrion	YDR450W	slim
GO:0043226	organelle	YDR450W	slim
GO:0032991	protein-containing complex	YDR450W	slim
GO:1990904	ribonucleoprotein complex	YDR450W	slim
GO:0015935	small ribosomal subunit	YDR450W	slim
GO:0003735	structural constituent of ribosome	YDR450W	slim
GO:0005198	structural molecule activity	YDR450W	slim
GO:0009058	biosynthetic process	YDR450W	slim
GO:0002181	cytoplasmic translation	YDR450W	slim
GO:0051169	nuclear transport	YDR450W	slim
GO:0006913	nucleocytoplasmic transport	YDR450W	slim
GO:0006364	rRNA processing	YDR450W	slim
GO:0000054	ribosomal subunit export from nucleus	YDR450W	slim
GO:0006412	translation	YDR450W	slim
GO:0006810	transport	YDR450W	slim
GO:0000785	chromatin	YDR451C	slim
GO:0003677	DNA binding	YDR451C	slim
GO:0008150	biological process	YDR451C	slim
GO:0005829	cytosol	YDR452W	slim
GO:0016020	membrane	YDR452W	slim
GO:0005634	nucleus	YDR452W	slim
GO:0043226	organelle	YDR452W	slim
GO:0005773	vacuole	YDR452W	slim
GO:0016787	hydrolase activity	YDR452W	slim
GO:0009056	catabolic process	YDR452W	slim
GO:0044281	small molecule metabolic process	YDR452W	slim
GO:0005737	cytoplasm	YDR453C	slim
GO:0016491	oxidoreductase activity	YDR453C	slim
GO:0022607	cellular component assembly	YDR453C	slim
GO:0042592	homeostatic process	YDR453C	slim
GO:0006457	protein folding	YDR453C	slim
GO:0065003	protein-containing complex assembly	YDR453C	slim
GO:0042221	response to chemical	YDR453C	slim
GO:0009408	response to heat	YDR453C	slim
GO:0006979	response to oxidative stress	YDR453C	slim
GO:0006950	response to stress	YDR453C	slim
GO:0005737	cytoplasm	YDR454C	slim
GO:0005829	cytosol	YDR454C	slim
GO:0005634	nucleus	YDR454C	slim
GO:0043226	organelle	YDR454C	slim
GO:0016301	kinase activity	YDR454C	slim
GO:0016740	transferase activity	YDR454C	slim
GO:0009058	biosynthetic process	YDR454C	slim
GO:0055086	nucleobase-containing small molecule metabolic process	YDR454C	slim
GO:0044281	small molecule metabolic process	YDR454C	slim
GO:0005575	cellular component	YDR455C	slim
GO:0003674	molecular function	YDR455C	slim
GO:0008150	biological process	YDR455C	slim
GO:0031410	cytoplasmic vesicle	YDR456W	slim
GO:0005783	endoplasmic reticulum	YDR456W	slim
GO:0005768	endosome	YDR456W	slim
GO:0016020	membrane	YDR456W	slim
GO:0043226	organelle	YDR456W	slim
GO:0022857	transmembrane transporter activity	YDR456W	slim
GO:0042592	homeostatic process	YDR456W	slim
GO:0006873	intracellular monoatomic ion homeostasis	YDR456W	slim
GO:0006811	monoatomic ion transport	YDR456W	slim
GO:0055085	transmembrane transport	YDR456W	slim
GO:0006810	transport	YDR456W	slim
GO:0043232	intracellular membraneless organelle	YDR457W	slim
GO:0005730	nucleolus	YDR457W	slim
GO:0005634	nucleus	YDR457W	slim
GO:0043226	organelle	YDR457W	slim
GO:0016746	acyltransferase activity	YDR457W	slim
GO:0016740	transferase activity	YDR457W	slim
GO:0009056	catabolic process	YDR457W	slim
GO:0007049	cell cycle	YDR457W	slim
GO:0000278	mitotic cell cycle	YDR457W	slim
GO:0051169	nuclear transport	YDR457W	slim
GO:0006913	nucleocytoplasmic transport	YDR457W	slim
GO:0006997	nucleus organization	YDR457W	slim
GO:0030163	protein catabolic process	YDR457W	slim
GO:0070647	protein modification by small protein conjugation or removal	YDR457W	slim
GO:0006364	rRNA processing	YDR457W	slim
GO:0006810	transport	YDR457W	slim
GO:0005635	nuclear envelope	YDR458C	slim
GO:0003674	molecular function	YDR458C	slim
GO:0008150	biological process	YDR458C	slim
GO:0016020	membrane	YDR459C	slim
GO:0005886	plasma membrane	YDR459C	slim
GO:0016746	acyltransferase activity	YDR459C	slim
GO:0043167	ion binding	YDR459C	slim
GO:0016740	transferase activity	YDR459C	slim
GO:0008150	biological process	YDR459C	slim
GO:0090575	RNA polymerase II transcription regulator complex	YDR460W	slim
GO:0032806	carboxy-terminal domain protein kinase complex	YDR460W	slim
GO:0000307	cyclin-dependent protein kinase holoenzyme complex	YDR460W	slim
GO:0032991	protein-containing complex	YDR460W	slim
GO:0005675	transcription factor TFIIH holo complex	YDR460W	slim
GO:0070985	transcription factor TFIIK complex	YDR460W	slim
GO:0005667	transcription regulator complex	YDR460W	slim
GO:0019899	enzyme binding	YDR460W	slim
GO:0043167	ion binding	YDR460W	slim
GO:0006974	DNA damage response	YDR460W	slim
GO:0006259	DNA metabolic process	YDR460W	slim
GO:0006281	DNA repair	YDR460W	slim
GO:0006351	DNA-templated transcription	YDR460W	slim
GO:0009058	biosynthetic process	YDR460W	slim
GO:0006950	response to stress	YDR460W	slim
GO:0006366	transcription by RNA polymerase II	YDR460W	slim
GO:0005575	cellular component	YDR461C-A	slim
GO:0003674	molecular function	YDR461C-A	slim
GO:0008150	biological process	YDR461C-A	slim
GO:0005783	endoplasmic reticulum	YDR461W	slim
GO:0005576	extracellular region	YDR461W	slim
GO:0043226	organelle	YDR461W	slim
GO:0003674	molecular function	YDR461W	slim
GO:0007165	signal transduction	YDR461W	slim
GO:0015934	large ribosomal subunit	YDR462W	slim
GO:0005762	mitochondrial large ribosomal subunit	YDR462W	slim
GO:0005739	mitochondrion	YDR462W	slim
GO:0043226	organelle	YDR462W	slim
GO:0032991	protein-containing complex	YDR462W	slim
GO:1990904	ribonucleoprotein complex	YDR462W	slim
GO:0003735	structural constituent of ribosome	YDR462W	slim
GO:0005198	structural molecule activity	YDR462W	slim
GO:0009058	biosynthetic process	YDR462W	slim
GO:0032543	mitochondrial translation	YDR462W	slim
GO:0006412	translation	YDR462W	slim
GO:0005737	cytoplasm	YDR463W	slim
GO:0016020	membrane	YDR463W	slim
GO:0005634	nucleus	YDR463W	slim
GO:0043226	organelle	YDR463W	slim
GO:0005886	plasma membrane	YDR463W	slim
GO:0003677	DNA binding	YDR463W	slim
GO:0003700	DNA-binding transcription factor activity	YDR463W	slim
GO:0043167	ion binding	YDR463W	slim
GO:0008150	biological process	YDR463W	slim
GO:0005575	cellular component	YDR464C-A	slim
GO:0003674	molecular function	YDR464C-A	slim
GO:0008150	biological process	YDR464C-A	slim
GO:0005829	cytosol	YDR464W	slim
GO:0005634	nucleus	YDR464W	slim
GO:0043226	organelle	YDR464W	slim
GO:0003674	molecular function	YDR464W	slim
GO:0008150	biological process	YDR464W	slim
GO:0005737	cytoplasm	YDR465C	slim
GO:0005634	nucleus	YDR465C	slim
GO:0043226	organelle	YDR465C	slim
GO:0008168	methyltransferase activity	YDR465C	slim
GO:0016740	transferase activity	YDR465C	slim
GO:0006417	regulation of translation	YDR465C	slim
GO:0005575	cellular component	YDR466W	slim
GO:0016301	kinase activity	YDR466W	slim
GO:0016740	transferase activity	YDR466W	slim
GO:0006950	response to stress	YDR466W	slim
GO:0007165	signal transduction	YDR466W	slim
GO:0005575	cellular component	YDR467C	slim
GO:0003674	molecular function	YDR467C	slim
GO:0008150	biological process	YDR467C	slim
GO:0031201	SNARE complex	YDR468C	slim
GO:0031410	cytoplasmic vesicle	YDR468C	slim
GO:0005768	endosome	YDR468C	slim
GO:0043226	organelle	YDR468C	slim
GO:0032991	protein-containing complex	YDR468C	slim
GO:0030674	protein-macromolecule adaptor activity	YDR468C	slim
GO:0006897	endocytosis	YDR468C	slim
GO:0061025	membrane fusion	YDR468C	slim
GO:0061024	membrane organization	YDR468C	slim
GO:0048284	organelle fusion	YDR468C	slim
GO:0006810	transport	YDR468C	slim
GO:0016050	vesicle organization	YDR468C	slim
GO:0016192	vesicle-mediated transport	YDR468C	slim
GO:0048188	Set1C/COMPASS complex	YDR469W	slim
GO:0032991	protein-containing complex	YDR469W	slim
GO:0008168	methyltransferase activity	YDR469W	slim
GO:0016740	transferase activity	YDR469W	slim
GO:0006974	DNA damage response	YDR469W	slim
GO:0006259	DNA metabolic process	YDR469W	slim
GO:0006310	DNA recombination	YDR469W	slim
GO:0006281	DNA repair	YDR469W	slim
GO:0022607	cellular component assembly	YDR469W	slim
GO:0006325	chromatin organization	YDR469W	slim
GO:0006950	response to stress	YDR469W	slim
GO:0016020	membrane	YDR470C	slim
GO:0005739	mitochondrion	YDR470C	slim
GO:0043226	organelle	YDR470C	slim
GO:0003674	molecular function	YDR470C	slim
GO:0007005	mitochondrion organization	YDR470C	slim
GO:0048284	organelle fusion	YDR470C	slim
GO:0022625	cytosolic large ribosomal subunit	YDR471W	slim
GO:0015934	large ribosomal subunit	YDR471W	slim
GO:0030684	preribosome	YDR471W	slim
GO:0030687	preribosome, large subunit precursor	YDR471W	slim
GO:0032991	protein-containing complex	YDR471W	slim
GO:1990904	ribonucleoprotein complex	YDR471W	slim
GO:0003735	structural constituent of ribosome	YDR471W	slim
GO:0005198	structural molecule activity	YDR471W	slim
GO:0009058	biosynthetic process	YDR471W	slim
GO:0002181	cytoplasmic translation	YDR471W	slim
GO:0006412	translation	YDR471W	slim
GO:0030008	TRAPP complex	YDR472W	slim
GO:1990070	TRAPPI protein complex	YDR472W	slim
GO:1990071	TRAPPII protein complex	YDR472W	slim
GO:1990072	TRAPPIII protein complex	YDR472W	slim
GO:0005829	cytosol	YDR472W	slim
GO:0032991	protein-containing complex	YDR472W	slim
GO:0030234	enzyme regulator activity	YDR472W	slim
GO:0005085	guanyl-nucleotide exchange factor activity	YDR472W	slim
GO:0048193	Golgi vesicle transport	YDR472W	slim
GO:0006810	transport	YDR472W	slim
GO:0016192	vesicle-mediated transport	YDR472W	slim
GO:0046540	U4/U6 x U5 tri-snRNP complex	YDR473C	slim
GO:0032991	protein-containing complex	YDR473C	slim
GO:1990904	ribonucleoprotein complex	YDR473C	slim
GO:0030532	small nuclear ribonucleoprotein complex	YDR473C	slim
GO:0003674	molecular function	YDR473C	slim
GO:0022607	cellular component assembly	YDR473C	slim
GO:0022618	protein-RNA complex assembly	YDR473C	slim
GO:0065003	protein-containing complex assembly	YDR473C	slim
GO:0005575	cellular component	YDR475C	slim
GO:0003674	molecular function	YDR475C	slim
GO:0008150	biological process	YDR475C	slim
GO:0005783	endoplasmic reticulum	YDR476C	slim
GO:0043226	organelle	YDR476C	slim
GO:0003674	molecular function	YDR476C	slim
GO:0008150	biological process	YDR476C	slim
GO:0005737	cytoplasm	YDR477W	slim
GO:0005856	cytoskeleton	YDR477W	slim
GO:0043232	intracellular membraneless organelle	YDR477W	slim
GO:0016020	membrane	YDR477W	slim
GO:0005739	mitochondrion	YDR477W	slim
GO:0031588	nucleotide-activated protein kinase complex	YDR477W	slim
GO:0005634	nucleus	YDR477W	slim
GO:0043226	organelle	YDR477W	slim
GO:0032991	protein-containing complex	YDR477W	slim
GO:0030234	enzyme regulator activity	YDR477W	slim
GO:0005085	guanyl-nucleotide exchange factor activity	YDR477W	slim
GO:0016301	kinase activity	YDR477W	slim
GO:0016740	transferase activity	YDR477W	slim
GO:0071554	cell wall organization or biogenesis	YDR477W	slim
GO:0022607	cellular component assembly	YDR477W	slim
GO:0007010	cytoskeleton organization	YDR477W	slim
GO:0040007	growth	YDR477W	slim
GO:0001403	invasive growth in response to glucose limitation	YDR477W	slim
GO:0006417	regulation of translation	YDR477W	slim
GO:0042594	response to starvation	YDR477W	slim
GO:0006950	response to stress	YDR477W	slim
GO:0032991	protein-containing complex	YDR478W	slim
GO:0000172	ribonuclease MRP complex	YDR478W	slim
GO:1990904	ribonucleoprotein complex	YDR478W	slim
GO:0005732	sno(s)RNA-containing ribonucleoprotein complex	YDR478W	slim
GO:0003723	RNA binding	YDR478W	slim
GO:0043167	ion binding	YDR478W	slim
GO:0019843	rRNA binding	YDR478W	slim
GO:0006397	mRNA processing	YDR478W	slim
GO:0006364	rRNA processing	YDR478W	slim
GO:0005783	endoplasmic reticulum	YDR479C	slim
GO:0016020	membrane	YDR479C	slim
GO:0043226	organelle	YDR479C	slim
GO:0005777	peroxisome	YDR479C	slim
GO:0003674	molecular function	YDR479C	slim
GO:0007031	peroxisome organization	YDR479C	slim
GO:1990526	Ste12p-Dig1p-Dig2p complex	YDR480W	slim
GO:0005634	nucleus	YDR480W	slim
GO:0043226	organelle	YDR480W	slim
GO:0032991	protein-containing complex	YDR480W	slim
GO:0003674	molecular function	YDR480W	slim
GO:0042221	response to chemical	YDR480W	slim
GO:0016020	membrane	YDR481C	slim
GO:0016787	hydrolase activity	YDR481C	slim
GO:0043167	ion binding	YDR481C	slim
GO:0016791	phosphatase activity	YDR481C	slim
GO:0009056	catabolic process	YDR481C	slim
GO:0034655	nucleobase-containing compound catabolic process	YDR481C	slim
GO:0055086	nucleobase-containing small molecule metabolic process	YDR481C	slim
GO:0044281	small molecule metabolic process	YDR481C	slim
GO:0005684	U2-type spliceosomal complex	YDR482C	slim
GO:0032991	protein-containing complex	YDR482C	slim
GO:1990904	ribonucleoprotein complex	YDR482C	slim
GO:0005681	spliceosomal complex	YDR482C	slim
GO:0003674	molecular function	YDR482C	slim
GO:0008380	RNA splicing	YDR482C	slim
GO:0006397	mRNA processing	YDR482C	slim
GO:0005794	Golgi apparatus	YDR483W	slim
GO:0016020	membrane	YDR483W	slim
GO:0043226	organelle	YDR483W	slim
GO:0016757	glycosyltransferase activity	YDR483W	slim
GO:0016740	transferase activity	YDR483W	slim
GO:0009058	biosynthetic process	YDR483W	slim
GO:0000938	GARP complex	YDR484W	slim
GO:0005794	Golgi apparatus	YDR484W	slim
GO:0005829	cytosol	YDR484W	slim
GO:0043226	organelle	YDR484W	slim
GO:0032991	protein-containing complex	YDR484W	slim
GO:0003674	molecular function	YDR484W	slim
GO:0048193	Golgi vesicle transport	YDR484W	slim
GO:0016197	endosomal transport	YDR484W	slim
GO:0042592	homeostatic process	YDR484W	slim
GO:0006810	transport	YDR484W	slim
GO:0007034	vacuolar transport	YDR484W	slim
GO:0016192	vesicle-mediated transport	YDR484W	slim
GO:0000812	Swr1 complex	YDR485C	slim
GO:0005737	cytoplasm	YDR485C	slim
GO:0000118	histone deacetylase complex	YDR485C	slim
GO:0005634	nucleus	YDR485C	slim
GO:0043226	organelle	YDR485C	slim
GO:0032991	protein-containing complex	YDR485C	slim
GO:0042393	histone binding	YDR485C	slim
GO:0006325	chromatin organization	YDR485C	slim
GO:0005737	cytoplasm	YDR486C	slim
GO:0016020	membrane	YDR486C	slim
GO:0003674	molecular function	YDR486C	slim
GO:0016197	endosomal transport	YDR486C	slim
GO:0006810	transport	YDR486C	slim
GO:0007034	vacuolar transport	YDR486C	slim
GO:0016192	vesicle-mediated transport	YDR486C	slim
GO:0005829	cytosol	YDR487C	slim
GO:0016829	lyase activity	YDR487C	slim
GO:0009058	biosynthetic process	YDR487C	slim
GO:0045333	cellular respiration	YDR487C	slim
GO:0006091	generation of precursor metabolites and energy	YDR487C	slim
GO:0044281	small molecule metabolic process	YDR487C	slim
GO:0006766	vitamin metabolic process	YDR487C	slim
GO:0005868	cytoplasmic dynein complex	YDR488C	slim
GO:0005881	cytoplasmic microtubule	YDR488C	slim
GO:0005874	microtubule	YDR488C	slim
GO:0032991	protein-containing complex	YDR488C	slim
GO:0016853	isomerase activity	YDR488C	slim
GO:0007010	cytoskeleton organization	YDR488C	slim
GO:0030705	cytoskeleton-dependent intracellular transport	YDR488C	slim
GO:0006810	transport	YDR488C	slim
GO:0071162	CMG complex	YDR489W	slim
GO:0031261	DNA replication preinitiation complex	YDR489W	slim
GO:0000811	GINS complex	YDR489W	slim
GO:0032991	protein-containing complex	YDR489W	slim
GO:0003674	molecular function	YDR489W	slim
GO:0006974	DNA damage response	YDR489W	slim
GO:0006259	DNA metabolic process	YDR489W	slim
GO:0006310	DNA recombination	YDR489W	slim
GO:0006281	DNA repair	YDR489W	slim
GO:0006260	DNA replication	YDR489W	slim
GO:0006950	response to stress	YDR489W	slim
GO:0005938	cell cortex	YDR490C	slim
GO:0005737	cytoplasm	YDR490C	slim
GO:0005829	cytosol	YDR490C	slim
GO:0016301	kinase activity	YDR490C	slim
GO:0016740	transferase activity	YDR490C	slim
GO:0006897	endocytosis	YDR490C	slim
GO:0016197	endosomal transport	YDR490C	slim
GO:0033043	regulation of organelle organization	YDR490C	slim
GO:0006950	response to stress	YDR490C	slim
GO:0007165	signal transduction	YDR490C	slim
GO:0006810	transport	YDR490C	slim
GO:0007034	vacuolar transport	YDR490C	slim
GO:0016192	vesicle-mediated transport	YDR490C	slim
GO:0005575	cellular component	YDR491C	slim
GO:0003674	molecular function	YDR491C	slim
GO:0008150	biological process	YDR491C	slim
GO:0005783	endoplasmic reticulum	YDR492W	slim
GO:0043226	organelle	YDR492W	slim
GO:0003674	molecular function	YDR492W	slim
GO:0042592	homeostatic process	YDR492W	slim
GO:0006873	intracellular monoatomic ion homeostasis	YDR492W	slim
GO:0005739	mitochondrion	YDR493W	slim
GO:0043226	organelle	YDR493W	slim
GO:0003674	molecular function	YDR493W	slim
GO:0022607	cellular component assembly	YDR493W	slim
GO:0065003	protein-containing complex assembly	YDR493W	slim
GO:0005763	mitochondrial small ribosomal subunit	YDR494W	slim
GO:0005739	mitochondrion	YDR494W	slim
GO:0043226	organelle	YDR494W	slim
GO:0032991	protein-containing complex	YDR494W	slim
GO:1990904	ribonucleoprotein complex	YDR494W	slim
GO:0015935	small ribosomal subunit	YDR494W	slim
GO:0003735	structural constituent of ribosome	YDR494W	slim
GO:0005198	structural molecule activity	YDR494W	slim
GO:0006413	translational initiation	YDR494W	slim
GO:0033263	CORVET complex	YDR495C	slim
GO:0031410	cytoplasmic vesicle	YDR495C	slim
GO:0005768	endosome	YDR495C	slim
GO:0043226	organelle	YDR495C	slim
GO:0032991	protein-containing complex	YDR495C	slim
GO:0003674	molecular function	YDR495C	slim
GO:0006974	DNA damage response	YDR495C	slim
GO:0006259	DNA metabolic process	YDR495C	slim
GO:0006310	DNA recombination	YDR495C	slim
GO:0006281	DNA repair	YDR495C	slim
GO:0042592	homeostatic process	YDR495C	slim
GO:0006873	intracellular monoatomic ion homeostasis	YDR495C	slim
GO:0061024	membrane organization	YDR495C	slim
GO:0048308	organelle inheritance	YDR495C	slim
GO:0007009	plasma membrane organization	YDR495C	slim
GO:0006605	protein targeting	YDR495C	slim
GO:0006950	response to stress	YDR495C	slim
GO:0006810	transport	YDR495C	slim
GO:0007034	vacuolar transport	YDR495C	slim
GO:0007033	vacuole organization	YDR495C	slim
GO:0043232	intracellular membraneless organelle	YDR496C	slim
GO:0015934	large ribosomal subunit	YDR496C	slim
GO:0005730	nucleolus	YDR496C	slim
GO:0005634	nucleus	YDR496C	slim
GO:0043226	organelle	YDR496C	slim
GO:0030684	preribosome	YDR496C	slim
GO:0030687	preribosome, large subunit precursor	YDR496C	slim
